age,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_count,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement_level,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,over_18,overtime,percent_salary_hike,performance_rating,relationship_satisfaction,standard_hours,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager,same_as_monthly_income,date_birth,salary,role_department,number_children,remote_work
33,yes,travel_rarely,294.1507936507937,,5,3,marketing,1,1289,4.0,female,,3,1,sales_representative,3,single,,6177.17,1,,,13,,2,full_time,0,1,2,3,1,,0,0,,1990,28510,,,no
46,no,,542.4920634920635,research_&_development,7,4,medical,1,1290,3.0,female,67.81150793650794,3,2,manufacturing_director,3,married,,11392.33,2,,,14,3,3,part_time,0,7,2,4,1,,0,0,,1977,52580,manufacturing_director_____research_&_development,,yes
21,yes,travel_rarely,290.03550973654063,sales,12,3,life_sciences,1,1291,3.0,female,,4,1,sales_representative,2,single,2342.59,6090.75,1,y,,15,3,4,,0,1,0,3,1,,0,0,2342.59,2002,,sales_representative_____sales,,no
30,no,,255.46031746031747,,2,1,technical_degree,1,1292,3.0,male,,3,1,sales_representative,2,,2063.33,5364.67,1,,,18,3,1,,1,,3,3,1,,0,0,2063.33,1993,,,,yes
30,yes,travel_frequently,235.75396825396828,,4,3,,1,1293,3.0,male,,3,1,research_scientist,4,single,1904.17,4950.83,9,y,yes,23,4,3,part_time,0,3,4,3,1,,0,0,1904.17,1993,22850,,,no
32,no,travel_rarely,433.0238095238095,,10,4,,1,1294,3.0,male,54.12797619047619,3,2,manufacturing_director,2,single,3497.5,9093.5,2,y,,12,3,4,part_time,0,18,2,2,1,,0,1,3497.5,1986,41970,,,yes
40,no,travel_rarely,355.7460317460318,,2,3,,1,1295,2.0,female,,2,2,laboratory_technician,3,married,2873.33,7470.67,6,,no,22,4,2,,1,,3,3,1,,0,0,2873.33,1983,,,,yes
28,no,travel_rarely,470.26984126984127,,17,2,,1,1296,3.0,male,58.78373015873016,3,2,laboratory_technician,1,,3798.33,9875.67,1,y,,12,3,4,part_time,1,10,2,,10,,1,8,3798.33,1995,45580,,,no
38,no,travel_frequently,175.60317460317464,,2,2,,1,1297,4.0,male,,3,1,laboratory_technician,4,married,1418.33,3687.67,1,y,yes,23,4,3,part_time,1,,3,3,1,,0,0,1418.33,1985,17020,,,no
19,yes,,264.53968253968253,,2,2,technical_degree,1,1298,1.0,male,33.06746031746032,2,1,human_resources,4,single,2136.67,5555.33,1,y,no,12,3,3,part_time,0,1,3,4,1,,0,0,2136.67,2004,25640,,,yes
57,no,travel_rarely,1582.7713464696226,,29,3,,1,1299,1.0,male,,2,4,manager,4,divorced,,33238.2,3,y,no,12,3,3,full_time,1,,3,2,1,,0,0,,1966,153407,,,yes
47,no,travel_rarely,523.0952380952382,,2,2,medical,1,1300,1.0,female,,3,2,manufacturing_director,4,,,10985.0,5,,,13,,3,part_time,3,20,2,3,5,,0,4,,1976,50700,,,yes
54,no,travel_rarely,390.0,,8,4,life_sciences,1,1301,3.0,female,,3,2,laboratory_technician,3,single,3150.0,8190.0,7,y,,11,3,3,part_time,0,,3,3,1,,0,0,3150.0,1969,37800,,,no
31,yes,travel_frequently,1013.5873015873016,,42,3,,1,1302,,male,126.6984126984127,3,3,healthcare_representative,3,,,21285.33,3,y,no,12,3,1,part_time,0,12,2,3,1,,0,0,,1992,98240,,,yes
18,yes,travel_frequently,193.7619047619048,,5,3,marketing,1,1303,2.0,male,,3,1,sales_representative,2,,,4069.0,1,,yes,14,3,4,part_time,0,,3,3,0,,0,0,,2005,18780,,,no
40,no,,1032.4872861766066,,28,3,other,1,1304,3.0,male,,1,3,sales_executive,1,,,21682.23,3,,no,15,3,3,part_time,1,20,2,3,1,,0,1,,1983,100072,,,yes
26,no,,556.2566609977324,,29,2,,1,1305,1.0,male,69.53208262471655,3,2,sales_executive,3,,4492.84,11681.39,5,,,12,3,1,part_time,2,8,5,3,0,,0,0,4492.84,1997,53914,,,yes
26,yes,travel_rarely,241.42857142857144,research_&_development,24,3,,1,1306,3.0,male,,1,1,laboratory_technician,4,single,1950.0,5070.0,1,,yes,18,3,2,,0,1,3,1,1,,0,0,1950.0,1997,,laboratory_technician_____research_&_development,,yes
38,no,,556.2566609977324,,10,3,,1,1307,3.0,female,,3,2,healthcare_representative,3,,4492.84,11681.39,3,,no,19,3,3,,1,18,4,,1,,0,0,4492.84,1985,,,,yes
24,no,,219.4523809523809,,17,2,other,1,1308,4.0,male,,2,1,laboratory_technician,2,married,1772.5,4608.5,1,y,no,21,4,4,part_time,1,1,2,3,1,,0,0,1772.5,1999,21270,,,yes
30,yes,travel_frequently,209.75396825396828,,12,4,,1,1309,2.0,male,,2,1,sales_representative,1,married,1694.17,4404.83,1,y,no,18,3,3,part_time,1,1,2,4,1,,0,0,1694.17,1993,20330,,,yes
37,no,travel_rarely,990.6825396825396,,2,3,marketing,1,1310,4.0,male,,3,2,sales_executive,3,married,8001.67,20804.33,4,,,11,3,3,full_time,1,,3,2,3,,1,0,8001.67,1986,96020,,,no
20,no,travel_rarely,290.03550973654063,research_&_development,1,3,life_sciences,1,1311,4.0,female,,2,1,research_scientist,2,,2342.59,6090.75,1,,no,13,,4,part_time,0,1,0,4,1,,0,0,2342.59,2003,28111,research_scientist_____research_&_development,,yes
43,no,,1715.4841269841272,,14,4,other,1,1312,2.0,male,,2,4,research_director,4,divorced,13855.83,36025.17,4,y,,14,3,3,full_time,1,21,3,,1,,0,0,13855.83,1980,166270,,,no
38,no,,290.03550973654063,,27,1,life_sciences,1,1313,3.0,female,36.25443871706758,3,1,research_scientist,1,,2342.59,6090.75,3,,no,17,3,4,part_time,0,8,3,2,0,,0,0,2342.59,1985,28111,,,yes
33,no,,556.2566609977324,sales,8,4,marketing,1,1314,3.0,male,69.53208262471655,3,2,sales_executive,3,divorced,4492.84,11681.39,0,y,,12,3,4,part_time,0,6,3,3,5,,1,2,4492.84,1990,53914,sales_executive_____sales,,no
30,no,,214.91269841269843,,3,3,,1,1315,3.0,female,26.864087301587304,3,1,research_scientist,3,,1735.83,4513.17,1,,no,20,4,3,part_time,1,1,2,,1,,0,0,1735.83,1993,20830,,,no
29,no,,556.2566609977324,sales,44,2,medical,1,1316,2.0,female,,3,2,sales_executive,3,,4492.84,11681.39,1,y,no,14,3,1,part_time,1,,5,2,6,,1,2,4492.84,1994,53914,sales_executive_____sales,,no
20,yes,,104.1031746031746,,10,1,medical,1,1317,4.0,male,13.012896825396826,3,1,research_scientist,3,single,84083.0,2186.17,1,,,11,3,4,part_time,0,,5,3,1,,1,1,84083.0,2003,10090,,,yes
35,no,non_travel,290.03550973654063,,20,3,,1,1318,,male,,2,1,laboratory_technician,3,married,2342.59,6090.75,1,y,no,18,3,3,,2,1,3,3,1,,0,0,2342.59,1988,,,,no
37,no,,290.03550973654063,,10,2,life_sciences,1,1319,4.0,male,,4,1,research_scientist,4,single,,6090.75,3,y,no,17,3,1,part_time,0,,2,,1,,0,0,,1986,28111,,,yes
38,no,,811.0555555555557,,1,3,,1,1320,3.0,female,101.38194444444446,3,3,manufacturing_director,3,single,6550.83,17032.17,4,,yes,14,,4,part_time,0,10,4,,1,,0,0,6550.83,1985,78610,,,yes
29,no,,272.5873015873016,,10,3,,1,1321,3.0,male,,3,1,sales_representative,3,single,2201.67,5724.33,1,y,no,11,3,3,part_time,0,1,6,,1,,0,0,2201.67,1994,26420,,,no
35,no,,556.2566609977324,,2,4,,1,1322,4.0,female,,3,2,healthcare_representative,1,divorced,4492.84,11681.39,2,y,no,11,3,1,part_time,1,16,2,4,1,,0,0,4492.84,1988,53914,,,yes
38,no,travel_rarely,290.03550973654063,,2,5,medical,1,1323,4.0,male,,3,1,research_scientist,3,married,2342.59,6090.75,6,,yes,13,3,2,,1,,0,1,1,,0,1,2342.59,1985,,,,yes
34,no,travel_rarely,528.3571428571429,,8,5,life_sciences,1,1324,2.0,female,,3,2,manufacturing_director,1,,4267.5,11095.5,3,,no,14,3,3,part_time,1,,3,,0,,0,0,4267.5,1989,51210,,,yes
23,yes,,290.03550973654063,,6,3,life_sciences,1,1325,3.0,male,,4,1,laboratory_technician,1,,2342.59,6090.75,1,,yes,21,4,3,,2,1,2,3,0,,0,0,2342.59,2000,,,,no
24,no,,277.95238095238096,,9,3,life_sciences,1,1326,3.0,male,,2,1,laboratory_technician,2,divorced,2245.0,5837.0,1,y,no,11,3,3,part_time,3,,4,3,1,,0,0,2245.0,1999,26940,,,no
29,yes,travel_rarely,290.03550973654063,,1,2,life_sciences,1,1327,2.0,female,,2,1,laboratory_technician,1,married,2342.59,6090.75,1,,,11,3,4,part_time,1,1,1,3,1,,0,0,2342.59,1994,28111,,,yes
40,no,travel_frequently,525.5714285714286,,16,4,medical,1,1328,1.0,male,,2,2,laboratory_technician,3,,4245.0,11037.0,6,y,no,14,3,4,part_time,0,10,6,3,1,,0,0,4245.0,1983,50940,,,yes
30,no,travel_rarely,556.2566609977324,research_&_development,2,3,,1,1329,3.0,female,,2,2,manufacturing_director,4,single,4492.84,11681.39,5,y,,24,4,2,part_time,0,12,4,2,0,,0,0,4492.84,1993,53914,manufacturing_director_____research_&_development,,yes
45,no,,234.6190476190476,,2,3,,1,1330,2.0,female,29.32738095238096,2,1,research_scientist,3,,,4927.0,1,,no,14,3,4,part_time,0,1,3,3,1,,0,0,,1978,22740,,,yes
27,no,,290.03550973654063,,3,3,medical,1,1331,4.0,male,36.25443871706758,3,1,research_scientist,4,married,2342.59,6090.75,1,,,11,3,3,part_time,3,0,6,2,0,,0,0,2342.59,1996,28111,,,yes
37,no,,556.2566609977324,,16,4,marketing,1,1332,4.0,male,,2,2,sales_executive,3,,,11681.39,4,y,,19,,4,part_time,2,9,2,3,1,,0,0,,1986,53914,,,yes
32,no,,238.7460317460317,,1,3,life_sciences,1,1333,4.0,male,,3,1,laboratory_technician,4,divorced,1928.33,5013.67,0,,no,12,,2,part_time,1,4,2,3,3,,0,2,1928.33,1991,23140,,,yes
53,no,travel_rarely,1582.7713464696226,,8,3,marketing,1,1334,1.0,male,,3,4,sales_executive,4,married,,33238.2,5,,,14,3,3,full_time,1,28,3,3,2,,2,2,,1970,153407,,,yes
37,no,,1032.4872861766066,,19,2,,1,1335,,male,,3,3,sales_executive,2,single,,21682.23,1,,yes,13,3,4,part_time,0,,2,3,10,,0,9,,1986,100072,,,no
32,yes,travel_rarely,290.03550973654063,,25,4,,1,1336,1.0,male,,3,1,laboratory_technician,4,,2342.59,6090.75,1,y,,24,4,3,part_time,0,1,2,1,1,,0,1,2342.59,1991,28111,,,yes
58,yes,travel_frequently,245.5555555555556,,2,1,,1,1337,4.0,male,,2,1,laboratory_technician,4,divorced,,5156.67,9,y,,14,3,4,part_time,1,3,3,2,1,,0,0,,1965,23800,,,yes
43,no,travel_rarely,556.2566609977324,,8,3,,1,1338,1.0,female,,3,2,manufacturing_director,2,divorced,4492.84,11681.39,4,y,no,21,4,3,part_time,1,4,2,4,1,,0,0,4492.84,1980,53914,,,no
21,yes,travel_rarely,290.03550973654063,research_&_development,18,1,other,1,1339,4.0,female,,3,1,research_scientist,4,single,2342.59,6090.75,1,,no,19,,1,part_time,0,,3,2,1,,0,0,2342.59,2002,28111,research_scientist_____research_&_development,,no
34,no,,207.1746031746032,,48,3,life_sciences,1,1340,,male,,3,1,laboratory_technician,2,,1673.33,4350.67,1,y,no,14,3,2,part_time,2,1,3,3,1,,1,0,1673.33,1989,20080,,,yes
58,no,,1088.6984126984128,,5,3,,1,1341,3.0,female,,2,3,healthcare_representative,2,divorced,8793.33,22862.67,2,y,,13,,4,full_time,1,24,3,3,6,,0,4,8793.33,1965,105520,,,no
48,no,,233.07142857142856,,20,4,medical,1,1342,4.0,male,,3,1,research_scientist,3,married,1882.5,4894.5,4,,,17,3,1,part_time,2,13,2,2,0,,0,0,1882.5,1975,22590,,,no
32,no,non_travel,290.03550973654063,,1,3,life_sciences,1,1343,3.0,female,,2,1,laboratory_technician,2,married,2342.59,6090.75,6,,no,20,,3,part_time,0,5,3,3,3,,0,2,2342.59,1991,28111,,,yes
25,yes,,248.96031746031747,,19,2,marketing,1,1344,3.0,male,,2,1,sales_representative,2,married,,5228.17,1,y,yes,18,,3,part_time,3,,2,3,1,,0,0,,1998,24130,,,no
40,no,,1032.4872861766066,sales,10,4,marketing,1,1345,1.0,male,129.06091077207583,2,3,sales_executive,2,divorced,8339.32,21682.23,2,,no,12,3,2,part_time,1,11,2,2,1,,0,0,8339.32,1983,100072,sales_executive_____sales,,yes
19,yes,,218.8333333333333,,21,3,other,1,1346,4.0,male,27.354166666666668,2,1,sales_representative,2,single,,4595.5,1,y,yes,13,3,2,part_time,0,1,3,4,1,,0,0,,2004,21210,,,no
20,yes,travel_rarely,290.03550973654063,research_&_development,4,3,technical_degree,1,1347,1.0,male,,3,1,laboratory_technician,1,single,2342.59,6090.75,1,y,,19,3,2,part_time,0,1,2,3,1,,0,0,2342.59,2003,28111,laboratory_technician_____research_&_development,,no
33,no,travel_rarely,556.2566609977324,,1,3,,1,1348,2.0,female,,2,2,healthcare_representative,4,,4492.84,11681.39,0,,,14,3,1,part_time,0,6,3,3,5,,1,4,4492.84,1990,53914,,,yes
58,yes,travel_rarely,255.7698412698413,,2,3,,1,1349,4.0,male,,3,1,research_scientist,3,single,,5371.17,4,y,no,24,4,1,part_time,0,7,4,3,1,,0,0,,1965,24790,,,no
40,yes,non_travel,1361.2857142857142,,24,3,,1,1350,2.0,female,,4,4,sales_executive,2,single,,28587.0,4,,,16,3,4,full_time,0,22,2,2,1,,0,0,,1983,131940,,,yes
29,yes,travel_rarely,290.03550973654063,,10,3,,1,1351,4.0,female,36.25443871706758,2,1,research_scientist,1,single,2342.59,6090.75,6,,yes,20,4,3,part_time,0,3,5,3,0,,0,0,2342.59,1994,28111,,,yes
47,no,travel_rarely,429.515873015873,,18,2,life_sciences,1,1352,4.0,female,,3,2,sales_executive,4,single,3469.17,9019.83,1,y,yes,17,3,3,,0,9,0,3,9,,0,7,3469.17,1976,,,,no
18,no,,290.03550973654063,,5,2,,1,1353,2.0,male,36.25443871706758,3,1,research_scientist,4,,2342.59,6090.75,1,,no,15,3,4,part_time,0,,2,3,0,,0,0,2342.59,2005,28111,,,yes
20,yes,,268.25396825396825,,16,3,medical,1,1354,4.0,female,33.53174603174603,2,1,research_scientist,1,,,5633.33,1,,yes,15,3,1,part_time,0,1,2,3,1,,0,0,,2003,26000,,,no
42,no,,1888.4047619047624,,5,2,,1,1355,4.0,male,,3,5,manager,3,,15252.5,39656.5,6,,no,13,3,2,full_time,0,21,3,4,1,,0,0,15252.5,1981,183030,,,yes
50,no,travel_rarely,245.5555555555556,research_&_development,9,3,,1,1356,1.0,male,,3,1,laboratory_technician,4,married,1983.33,5156.67,4,,no,18,,2,,0,8,5,3,1,,0,0,1983.33,1973,,laboratory_technician_____research_&_development,,yes
37,yes,travel_rarely,492.8650793650794,,11,2,medical,1,1357,1.0,female,61.608134920634924,1,2,healthcare_representative,2,,3980.83,10350.17,5,,no,15,3,1,part_time,0,15,2,1,1,,0,0,3980.83,1986,47770,,,yes
38,no,,556.2566609977324,,3,4,life_sciences,1,1358,2.0,male,,3,2,sales_executive,4,,4492.84,11681.39,8,,yes,12,3,3,,0,19,1,3,1,,0,0,4492.84,1985,,,,no
36,yes,,556.2566609977324,,15,3,,1,1359,1.0,male,,3,2,laboratory_technician,3,divorced,,11681.39,7,,,14,3,2,part_time,1,9,3,2,1,,0,0,,1987,53914,,,yes
28,no,travel_rarely,108.53968253968254,sales,10,1,medical,1,1360,4.0,male,,3,1,sales_representative,2,married,87667.0,2279.33,1,y,no,22,4,2,,0,,5,3,1,,0,0,87667.0,1995,10520,sales_representative_____sales,,yes
43,no,,1032.4872861766066,,25,3,,1,1361,3.0,male,,2,3,sales_executive,4,,,21682.23,5,y,no,13,3,3,part_time,1,18,5,3,1,,0,0,,1980,100072,,,yes
21,yes,travel_rarely,290.03550973654063,research_&_development,10,3,,1,1362,3.0,female,,2,1,laboratory_technician,1,single,2342.59,6090.75,1,,no,13,,1,part_time,0,1,6,2,1,,1,0,2342.59,2002,28111,laboratory_technician_____research_&_development,,yes
51,yes,travel_rarely,253.91269841269843,,4,4,,1,1363,1.0,male,,3,1,research_scientist,3,married,,5332.17,9,,,12,,3,part_time,3,18,2,4,10,,2,7,,1972,24610,,,no
37,no,,556.2566609977324,sales,10,4,,1,1364,4.0,female,,2,2,sales_executive,4,divorced,,11681.39,2,,yes,14,,3,part_time,3,8,5,3,1,,0,0,,1986,53914,sales_executive_____sales,,no
28,yes,,267.8412698412698,research_&_development,1,3,medical,1,1365,1.0,male,,2,1,laboratory_technician,2,divorced,,5624.67,1,,no,15,,1,,2,,2,3,1,,0,0,,1995,25960,laboratory_technician_____research_&_development,,no
50,yes,,487.8095238095239,,1,4,,1,1366,4.0,male,,3,2,sales_executive,3,single,,10244.0,3,y,yes,14,3,4,part_time,0,5,4,3,0,,0,0,,1973,47280,,,yes
34,no,,290.03550973654063,,3,4,,1,1367,3.0,male,,2,1,research_scientist,4,,2342.59,6090.75,3,y,no,17,3,4,part_time,3,6,2,3,0,,0,0,2342.59,1989,28111,,,yes
38,no,travel_rarely,758.436507936508,,2,2,marketing,1,1368,4.0,male,,3,3,sales_executive,2,single,6125.83,15927.17,7,y,no,16,3,3,part_time,0,,2,3,1,,0,0,6125.83,1985,73510,,,yes
42,no,,556.2566609977324,,29,3,,1,1369,2.0,male,,1,2,laboratory_technician,4,,4492.84,11681.39,4,,,19,3,1,part_time,0,16,3,3,1,,0,0,4492.84,1981,53914,,,no
18,yes,,290.03550973654063,,8,1,,1,1370,3.0,male,,3,1,laboratory_technician,3,single,2342.59,6090.75,1,,no,12,3,4,part_time,0,,0,3,0,,0,0,2342.59,2005,28111,,,yes
41,no,,491.73015873015873,,12,4,,1,1371,2.0,male,,3,1,laboratory_technician,4,,3971.67,10326.33,3,,yes,11,3,1,full_time,1,6,4,,1,,0,0,3971.67,1982,47660,,,no
35,no,travel_rarely,232.968253968254,research_&_development,1,4,medical,1,1372,4.0,male,,2,1,laboratory_technician,3,,1881.67,4892.33,6,y,no,12,3,2,part_time,1,,2,3,8,,1,7,1881.67,1988,22580,laboratory_technician_____research_&_development,,yes
32,no,,291.6746031746032,sales,2,1,,1,1373,3.0,female,,3,1,sales_representative,1,,,6125.17,1,,,12,3,3,full_time,3,1,3,3,1,,0,0,,1991,28270,sales_representative_____sales,,yes
22,yes,,294.35714285714283,,3,4,life_sciences,1,1374,3.0,male,36.79464285714285,2,1,research_scientist,4,married,2377.5,6181.5,0,,yes,11,3,2,full_time,1,1,5,3,0,,0,0,2377.5,2001,28530,,,yes
44,no,non_travel,236.2698412698413,,26,3,,1,1375,,male,,1,1,research_scientist,3,single,,4961.67,2,y,no,13,,4,part_time,0,6,3,3,0,,0,0,,1979,22900,,,yes
41,yes,non_travel,217.3888888888889,,5,2,life_sciences,1,1376,1.0,male,,2,1,research_scientist,1,,1755.83,4565.17,6,,no,17,3,1,part_time,1,5,2,1,1,,0,0,1755.83,1982,21070,,,yes
40,no,travel_frequently,556.2566609977324,,2,4,,1,1377,2.0,male,,3,2,sales_executive,2,,,11681.39,5,,no,12,3,4,part_time,3,,2,3,0,,0,0,,1983,53914,,,no
24,yes,,228.015873015873,,17,2,life_sciences,1,1378,4.0,female,,3,1,laboratory_technician,2,,1841.67,4788.33,1,,,13,3,1,part_time,1,1,3,1,1,,0,0,1841.67,1999,22100,,,yes
42,no,travel_frequently,1360.9761904761906,,26,5,medical,1,1379,1.0,female,,3,3,research_director,1,married,10992.5,28580.5,3,,yes,17,3,3,,0,,6,3,1,,0,0,10992.5,1981,131910,,,no
49,no,,1973.9841269841268,research_&_development,4,2,medical,1,1380,1.0,male,,2,5,manager,3,married,,41453.67,2,,,13,,3,full_time,1,23,2,4,1,,0,0,,1974,191325,manager_____research_&_development,,yes
48,no,travel_rarely,290.03550973654063,,2,2,technical_degree,1,1381,4.0,male,,4,1,laboratory_technician,2,single,2342.59,6090.75,5,y,,11,3,3,,0,7,4,2,1,,0,0,2342.59,1975,,,,yes
29,no,travel_rarely,556.2566609977324,research_&_development,7,3,,1,1382,3.0,male,,3,2,healthcare_representative,4,,4492.84,11681.39,1,,,11,3,2,part_time,2,6,2,3,6,,1,0,4492.84,1994,53914,healthcare_representative_____research_&_development,,yes
48,no,,1884.4841269841272,research_&_development,1,3,life_sciences,1,1383,4.0,male,,2,5,research_director,4,single,15220.83,39574.17,6,,no,12,3,3,,0,,3,4,1,,0,0,15220.83,1975,182650,research_director_____research_&_development,,yes
34,no,,290.03550973654063,,20,3,technical_degree,1,1384,3.0,female,36.25443871706758,4,1,research_scientist,3,,2342.59,6090.75,0,,no,17,3,4,part_time,0,2,5,2,1,,0,0,2342.59,1989,28111,,,yes
19,no,,290.03550973654063,,25,3,life_sciences,1,1385,2.0,female,36.25443871706758,4,1,research_scientist,4,single,2342.59,6090.75,1,y,,12,3,4,part_time,0,1,2,3,1,,0,1,2342.59,2004,28111,,,yes
23,no,,290.03550973654063,,1,2,,1,1386,4.0,male,36.25443871706758,3,1,research_scientist,3,,2342.59,6090.75,1,y,no,22,4,4,part_time,1,1,2,3,1,0,0,1,2342.59,2000,28111,,,no
25,yes,travel_frequently,115.34920634920636,,32,1,,1,1387,3.0,male,,1,1,sales_representative,4,single,93167.0,2422.33,1,y,yes,14,,4,,0,1,4,3,1,,1,0,93167.0,1998,,,,yes
42,no,,244.7301587301588,,34,4,medical,1,1388,2.0,female,,4,2,research_scientist,2,married,,5139.33,6,y,yes,16,3,4,part_time,0,18,2,3,1,,0,0,,1981,23720,,,no
51,no,travel_frequently,292.8095238095238,,6,2,medical,1,1389,2.0,female,36.60119047619048,2,1,laboratory_technician,3,single,2365.0,6149.0,0,y,,14,3,2,full_time,0,8,6,2,7,,7,7,2365.0,1972,28380,,,no
45,no,travel_frequently,1863.436507936508,,25,3,medical,1,1390,2.0,female,,3,5,manager,2,,15050.83,39132.17,3,,,22,4,3,full_time,0,22,4,3,0,,0,0,15050.83,1978,180610,,,no
27,no,,290.03550973654063,,11,3,medical,1,1391,3.0,female,,4,1,sales_representative,4,married,2342.59,6090.75,8,,,14,,2,part_time,1,5,4,3,1,,0,0,2342.59,1996,28111,,,yes
18,no,non_travel,166.21428571428572,,1,3,,1,1392,4.0,female,,3,1,laboratory_technician,4,single,1342.5,3490.5,1,y,,15,3,3,part_time,0,0,5,4,0,,0,0,1342.5,2005,16110,,,no
31,yes,travel_frequently,290.03550973654063,,2,3,,1,1393,3.0,female,,2,1,sales_representative,4,single,2342.59,6090.75,7,,no,14,3,3,part_time,0,3,3,4,1,,0,0,2342.59,1992,28111,,,yes
31,yes,travel_frequently,290.03550973654063,,1,4,life_sciences,1,1394,2.0,female,,1,1,sales_representative,3,single,2342.59,6090.75,1,,,12,,2,part_time,0,,3,3,1,,0,0,2342.59,1992,28111,,,no
31,yes,travel_rarely,290.03550973654063,,8,3,life_sciences,1,1395,1.0,female,,2,1,research_scientist,2,,2342.59,6090.75,1,y,,12,3,3,part_time,0,,3,4,1,,0,0,2342.59,1992,28111,,,no
27,no,travel_rarely,290.03550973654063,,11,1,life_sciences,1,1396,2.0,male,36.25443871706758,3,1,laboratory_technician,1,married,2342.59,6090.75,0,,,14,3,2,part_time,0,6,3,4,5,,1,4,2342.59,1996,28111,,,no
39,yes,,290.03550973654063,,2,3,,1,1397,1.0,female,,2,1,laboratory_technician,1,single,,6090.75,2,,yes,23,4,2,,0,11,2,4,1,,0,0,,1984,28111,,,yes
44,no,travel_frequently,491.936507936508,,1,5,marketing,1,1398,1.0,female,,3,2,sales_executive,3,married,3973.33,10330.67,7,,,12,,3,part_time,1,11,4,2,1,,0,0,3973.33,1979,47680,,,no
30,no,,131.44444444444446,research_&_development,25,3,,1,1399,,male,,3,1,research_scientist,3,,,2760.33,1,y,,13,3,2,part_time,2,1,2,2,1,,0,0,,1993,12740,research_scientist_____research_&_development,,no
35,no,travel_rarely,248.031746031746,,26,1,life_sciences,1,1400,4.0,male,,3,1,sales_representative,3,,2003.33,5208.67,1,,no,13,,1,part_time,1,1,3,3,1,0,0,0,2003.33,1988,24040,,,yes
24,yes,travel_frequently,290.03550973654063,,9,3,,1,1401,2.0,male,36.25443871706758,3,1,laboratory_technician,1,,2342.59,6090.75,2,,,11,3,3,part_time,0,,2,2,0,,0,0,2342.59,1999,28111,,,no
24,no,,209.75396825396828,,13,2,,1,1402,4.0,female,,3,1,sales_representative,2,married,,4404.83,1,y,,13,3,3,part_time,1,1,2,,1,,0,0,,1999,20330,,,yes
28,yes,,264.23015873015873,,2,2,medical,1,1403,3.0,male,,2,1,laboratory_technician,1,single,,5548.83,7,,no,11,,3,part_time,0,8,2,2,0,,0,0,,1995,25610,,,yes
28,no,travel_rarely,161.26190476190476,,1,3,life_sciences,1,1404,1.0,male,,2,1,research_scientist,3,,,3386.5,1,y,,14,3,4,part_time,1,1,2,1,1,,0,0,,1995,15630,,,no
33,no,,659.0793650793651,,8,5,,1,1405,4.0,male,,3,2,healthcare_representative,3,,5323.33,13840.67,2,y,,17,3,1,,0,14,6,3,0,,0,0,5323.33,1990,,,,yes
39,no,travel_rarely,864.1904761904763,,6,3,,1,1406,2.0,female,108.02380952380952,3,3,manufacturing_director,2,single,,18148.0,4,y,,18,,4,part_time,0,9,3,3,2,,2,2,,1984,83760,,,no
42,no,,499.468253968254,,2,3,medical,1,1407,3.0,male,,2,1,laboratory_technician,2,married,4034.17,10488.83,4,y,,14,,2,full_time,1,,3,,1,,0,0,4034.17,1981,48410,,,yes
29,no,travel_rarely,290.03550973654063,,9,3,,1,1408,3.0,male,36.25443871706758,4,1,research_scientist,3,married,2342.59,6090.75,6,,no,18,3,1,part_time,2,,2,2,1,0,0,0,2342.59,1994,28111,,,no
35,no,travel_rarely,290.03550973654063,,1,3,,1,1409,4.0,male,,2,1,laboratory_technician,1,,,6090.75,1,,no,19,3,2,part_time,0,,3,3,3,,1,2,,1988,28111,,,no
35,yes,travel_rarely,213.984126984127,,14,3,,1,1410,,female,,3,1,laboratory_technician,1,,1728.33,4493.67,1,,,12,3,4,,1,1,2,3,1,,0,0,1728.33,1988,,,,yes
34,no,,306.63492063492066,,13,4,medical,1,1411,,male,,3,1,research_scientist,4,single,2476.67,6439.33,1,y,,13,3,3,full_time,0,,4,,1,,0,0,2476.67,1989,29720,,,no
26,no,travel_rarely,290.03550973654063,,3,3,,1,1412,1.0,female,,3,1,research_scientist,4,,,6090.75,1,y,,21,4,1,part_time,0,1,5,3,1,,0,0,,1997,28111,,,yes
36,no,travel_rarely,703.1349206349207,,1,4,life_sciences,1,1413,2.0,female,,3,2,sales_executive,3,single,5679.17,14765.83,6,,no,13,3,1,full_time,0,,5,3,1,,0,0,5679.17,1987,68150,,,yes
50,no,,1973.9841269841268,,24,3,marketing,1,1414,,male,,3,5,manager,3,married,15943.72,41453.67,4,y,yes,16,,3,full_time,1,,2,3,1,,0,0,15943.72,1973,191325,,,no
42,no,travel_rarely,1973.9841269841268,,9,2,,1,1415,4.0,male,,2,5,manager,4,,,41453.67,8,,no,22,4,4,full_time,0,24,2,3,1,,0,1,,1981,191325,,,no
35,no,,277.53968253968253,,7,2,life_sciences,1,1416,3.0,male,,2,1,laboratory_technician,4,,2241.67,5828.33,1,,no,18,3,4,,1,,5,2,1,,0,1,2241.67,1988,,,,no
46,no,travel_rarely,1812.468253968254,,1,4,life_sciences,1,1417,4.0,male,226.5585317460317,4,4,manager,1,,,38061.83,1,y,,15,3,2,full_time,0,27,5,1,26,,0,12,,1977,175670,,,no
