,Loyalty_Number,Province,City,Postal_Code,Gender,Education,Salary_$,Marital_Status,Loyalty_Card,CLV,Enrollment_Type,Enrollment_Date
11540,188470,British_Columbia,Victoria,V10_6T5,Male,Bachelor,73135,Single,Star,2674.73,Standard,2015-10
11541,237492,Quebec,Tremblant,H5Y_2S9,Female,Bachelor,73135,Single,Star,2674.73,Standard,2017-07
11542,346390,British_Columbia,Kelowna,V09_2E9,Male,Bachelor,73135,Single,Star,2674.73,Standard,2018-01
11543,375792,Ontario,Kingston,M9K_2P4,Male,Bachelor,73135,Single,Star,2674.73,Standard,2017-11
11544,616350,Quebec,Montreal,H2T_2J6,Male,Bachelor,73135,Single,Star,2674.73,Standard,2017-08
11545,652374,New_Brunswick,Moncton,E1A_2A7,Female,Bachelor,73135,Single,Star,2674.73,Standard,2017-06
11546,724435,Quebec,Montreal,H2T_2J6,Male,Bachelor,73135,Single,Star,2674.73,Standard,2016-07
11547,764227,Quebec,Hull,J8Y_3Z5,Male,Bachelor,73135,Single,Star,2674.73,Standard,2015-06
11548,770327,Ontario,Toronto,M8Y_4K8,Male,Bachelor,73135,Single,Star,2674.73,Standard,2015-10
11549,851562,British_Columbia,West_Vancouver,V6V_8Z3,Female,Bachelor,73135,Single,Star,2674.73,Standard,2015-02
11550,917779,Ontario,Ottawa,K1F_2R2,Female,Bachelor,72503,Single,Star,2675.03,Standard,2013-06
11551,585066,Quebec,Tremblant,H5Y_2S9,Male,Bachelor,81546,Married,Star,2675.57,Standard,2018-12
11552,694723,New_Brunswick,Moncton,E1A_2A7,Female,Bachelor,81546,Married,Star,2675.57,Standard,2015-08
11553,157731,Ontario,Toronto,M2M_7K8,Female,Bachelor,71772,Married,Star,2676.87,Standard,2016-07
11554,780140,Alberta,Edmonton,T9G_1W3,Female,Bachelor,71772,Married,Star,2676.87,Standard,2015-06
11555,356558,New_Brunswick,Fredericton,E3B_2H2,Male,College,79359,Married,Star,2676.95,Standard,2013-03
11556,890673,Quebec,Tremblant,H5Y_2S9,Male,College,79359,Married,Star,2676.95,Standard,2017-08
11557,322955,Quebec,Montreal,H4G_3T4,Male,Bachelor,73277,Divorced,Star,2677.22,Standard,2018-06
11558,873761,Manitoba,Winnipeg,R6Y_4T5,Male,Bachelor,73277,Divorced,Star,2677.22,Standard,2018-06
11559,591841,Ontario,Toronto,P1J_8T7,Male,College,79359,Married,Star,2677.28,Standard,2014-12
11560,827172,British_Columbia,Vancouver,V5R_1W3,Female,College,79359,Married,Star,2677.28,Standard,2013-05
11561,607769,Ontario,Toronto,M2M_6J7,Female,College,79359,Married,Star,5678.05,2018_Promotion,2018-04
11562,504219,Ontario,Toronto,P1J_8T7,Male,Bachelor,84361,Married,Star,2677.5,Standard,2013-03
11563,130439,Alberta,Edmonton,T9G_1W3,Female,Bachelor,84922,Married,Star,2678.06,Standard,2017-05
11564,429308,Ontario,Toronto,M2M_7K8,Male,Bachelor,84922,Married,Star,2678.06,Standard,2014-10
11565,578013,Ontario,Ottawa,K1F_2R2,Male,College,79359,Single,Star,2678.46,Standard,2015-05
11566,772960,Ontario,London,M5B_3E4,Male,Bachelor,93703,Single,Star,2679.69,Standard,2013-01
11567,294172,Ontario,Trenton,K8V_4B2,Male,Bachelor,48601,Divorced,Star,5749.88,2018_Promotion,2018-03
11568,391564,Ontario,Toronto,P1L_8X8,Female,Bachelor,62617,Married,Star,2680.9,Standard,2013-02
11569,218373,British_Columbia,Whistler,V6T_1Y8,Female,College,79359,Married,Star,2681.33,Standard,2014-02
11570,715640,Quebec,Montreal,H2T_9K8,Female,College,79359,Married,Star,2681.33,Standard,2012-12
11571,442282,Ontario,Toronto,P1L_8X8,Female,Doctor,234624,Married,Star,2682.42,Standard,2014-08
11572,902852,British_Columbia,Vancouver,V5R_1W3,Male,Doctor,234624,Married,Star,2682.42,Standard,2017-12
11573,306051,Manitoba,Winnipeg,R3R_3T4,Male,Bachelor,78352,Married,Star,2682.7,Standard,2015-08
11574,586191,Quebec,Montreal,H2Y_4R4,Female,Bachelor,78352,Married,Star,2682.7,Standard,2012-09
11575,204848,British_Columbia,Vancouver,V6E_3Z3,Female,College,79359,Single,Star,2682.91,Standard,2013-01
11576,752729,Prince_Edward_Island,Charlottetown,C1A_6E8,Female,College,79359,Single,Star,2682.91,Standard,2016-12
11577,103304,Alberta,Banff,T4V_1D4,Male,Bachelor,67227,Married,Star,2683.47,Standard,2013-10
11578,446171,Ontario,Toronto,M1R_4K3,Male,Bachelor,67227,Married,Star,2683.47,Standard,2017-03
11579,763183,Newfoundland,St._John's,A1C_6H9,Female,Bachelor,94029,Married,Star,2683.49,Standard,2013-02
11580,148289,Ontario,Thunder_Bay,K8T_5M5,Female,Bachelor,99922,Married,Star,5926.39,2018_Promotion,2018-02
11581,643099,British_Columbia,Kelowna,V09_2E9,Female,Bachelor,103707,Divorced,Star,2684.58,Standard,2018-08
11582,711541,Ontario,Toronto,M8Y_4K8,Female,Bachelor,103707,Divorced,Star,2684.58,Standard,2014-12
11583,829003,British_Columbia,Dawson_Creek,U5I_4F1,Male,Master,103999,Divorced,Star,2685.18,Standard,2015-08
11584,901049,Ontario,Toronto,M2Z_4K1,Male,Master,103999,Divorced,Star,2685.18,Standard,2017-06
11585,444524,British_Columbia,Vancouver,V6E_3D9,Male,Bachelor,87029,Married,Star,2685.43,Standard,2015-11
11586,974829,Ontario,Toronto,P2T_6G3,Female,Bachelor,87029,Married,Star,2685.43,Standard,2017-10
11587,499089,Quebec,Montreal,H4G_3T4,Female,Bachelor,65387,Divorced,Star,2685.74,Standard,2014-11
11588,930337,Manitoba,Winnipeg,R6Y_4T5,Female,Bachelor,65387,Divorced,Star,2685.74,Standard,2018-12
11589,130086,Quebec,Montreal,H2T_9K8,Female,Bachelor,74470,Married,Star,2685.9,Standard,2017-03
11590,153193,British_Columbia,Whistler,V6T_1Y8,Male,Bachelor,74470,Married,Star,2685.9,Standard,2012-07
11591,340492,Ontario,Kingston,M9K_2P4,Male,Doctor,258562,Divorced,Star,2686.54,Standard,2015-07
11592,377364,Yukon,Whitehorse,Y2K_6R0,Female,Doctor,258562,Divorced,Star,2686.54,Standard,2014-10
11593,571643,Alberta,Edmonton,T9G_1W3,Female,Bachelor,92064,Married,Star,2687.31,Standard,2014-10
11594,624485,Ontario,Toronto,M2M_7K8,Female,Bachelor,92064,Married,Star,2687.31,Standard,2015-05
11595,595215,Alberta,Edmonton,T9G_1W3,Male,Bachelor,55914,Married,Star,2688.86,Standard,2016-01
11596,707999,Newfoundland,St._John's,A1C_6H9,Female,Bachelor,97597,Married,Star,2688.86,Standard,2016-05
11597,910373,Ontario,Toronto,M2M_7K8,Male,Bachelor,55914,Married,Star,2688.86,Standard,2013-11
11598,939204,Quebec,Quebec_City,G1B_3L5,Male,Bachelor,97597,Married,Star,2688.86,Standard,2014-11
11599,101540,Ontario,London,M5B_3E4,Female,Bachelor,69020,Single,Star,2688.88,Standard,2017-05
11600,268630,Quebec,Montreal,H2T_9K8,Female,Bachelor,51337,Married,Star,2689.17,Standard,2016-02
11601,272114,British_Columbia,Whistler,V6T_1Y8,Male,Bachelor,51337,Married,Star,2689.17,Standard,2018-08
11602,634850,Ontario,Sudbury,M5V_1G5,Female,Bachelor,95798,Divorced,Star,2690.07,Standard,2015-12
11603,214504,Quebec,Tremblant,H5Y_2S9,Male,Bachelor,75856,Married,Star,2690.48,Standard,2013-12
11604,489391,Ontario,Kingston,M9K_2P4,Male,Bachelor,78616,Married,Star,5935.82,2018_Promotion,2018-03
11605,471015,Ontario,Toronto,M1R_4K3,Male,Bachelor,75107,Married,Star,6323.92,2018_Promotion,2018-03
11606,370093,Manitoba,Winnipeg,R6Y_4T5,Female,Bachelor,91989,Divorced,Star,2691.22,Standard,2014-02
11607,968943,Quebec,Montreal,H3T_8L4,Female,Bachelor,91989,Divorced,Star,2691.22,Standard,2014-12
11608,184090,British_Columbia,Kelowna,V09_2E9,Male,Master,108324,Married,Star,2691.38,Standard,2017-08
11609,867056,Ontario,Toronto,M8Y_4K8,Male,Master,108324,Married,Star,2691.38,Standard,2015-07
11610,316666,Ontario,Toronto,M2M_7K8,Female,Bachelor,88552,Married,Star,2691.57,Standard,2018-05
11611,346678,Alberta,Edmonton,T9G_1W3,Female,Bachelor,88552,Married,Star,2691.57,Standard,2012-06
11612,118729,Quebec,Tremblant,H5Y_2S9,Male,Bachelor,56130,Married,Star,2691.6,Standard,2017-09
11613,316633,New_Brunswick,Moncton,E1A_2A7,Female,Bachelor,56130,Married,Star,2691.6,Standard,2017-09
11614,605926,British_Columbia,Whistler,V6T_1Y8,Female,Bachelor,57022,Married,Star,2691.7,Standard,2013-12
11615,934212,Quebec,Montreal,H2T_9K8,Female,Bachelor,57022,Married,Star,2691.7,Standard,2012-10
11616,234454,Ontario,Toronto,M2Z_4K1,Female,Bachelor,99662,Single,Star,2692.06,Standard,2018-08
11617,624621,British_Columbia,Dawson_Creek,U5I_4F1,Female,Bachelor,99662,Single,Star,2692.06,Standard,2012-05
11618,298327,British_Columbia,Whistler,V6T_1Y8,Male,Bachelor,78507,Single,Star,2693.53,Standard,2016-02
11619,405442,Quebec,Montreal,H2Y_2W2,Female,Bachelor,78507,Single,Star,2693.53,Standard,2012-05
11620,275846,Ontario,Toronto,M2Z_4K1,Female,Bachelor,48073,Divorced,Star,6874.33,2018_Promotion,2018-03
11621,622906,New_Brunswick,Fredericton,E3B_2H2,Male,College,79359,Single,Star,2693.61,Standard,2013-05
11622,559721,Ontario,Toronto,P2T_6G3,Female,College,79359,Single,Star,6874.85,2018_Promotion,2018-03
11623,723591,Saskatchewan,Regina,S1J_3C5,Female,Bachelor,53155,Married,Star,2693.66,Standard,2014-10
11624,693295,Ontario,Toronto,P1J_8T7,Male,College,79359,Married,Star,2693.76,Standard,2016-05
11625,801832,British_Columbia,Vancouver,V5R_1W3,Female,College,79359,Married,Star,2693.76,Standard,2018-10
11626,125969,British_Columbia,West_Vancouver,V6V_8Z3,Male,Bachelor,51476,Married,Star,2694.6,Standard,2016-08
11627,776139,Quebec,Montreal,H2T_2J6,Female,Bachelor,51476,Married,Star,2694.6,Standard,2012-09
11628,827546,Ontario,Toronto,M1R_4K3,Female,Bachelor,55849,Divorced,Star,2695.18,Standard,2014-10
11629,834120,Alberta,Banff,T4V_1D4,Female,Bachelor,55849,Divorced,Star,2695.18,Standard,2012-10
11630,300845,British_Columbia,Victoria,V10_6T5,Female,College,79359,Single,Star,2695.35,Standard,2013-12
11631,308891,Quebec,Montreal,H2T_2J6,Male,College,79359,Single,Star,2695.35,Standard,2018-01
11632,373888,British_Columbia,Vancouver,V6E_3D9,Female,College,79359,Single,Star,2695.46,Standard,2018-06
11633,545087,Ontario,Toronto,P5S_6R4,Female,College,79359,Single,Star,2695.46,Standard,2017-05
11634,203773,Ontario,Toronto,M2M_7K8,Male,Bachelor,50598,Married,Star,2695.96,Standard,2018-05
11635,366599,Ontario,Toronto,M1R_4K3,Female,Bachelor,9081,Married,Star,6915.73,2018_Promotion,2018-04
11636,478107,Ontario,Trenton,K8V_4B2,Male,Bachelor,76150,Married,Star,2697.33,Standard,2017-10
11637,684081,British_Columbia,Vancouver,V6E_3Z3,Male,Bachelor,76150,Married,Star,2697.33,Standard,2018-09
11638,298343,Quebec,Tremblant,H5Y_2S9,Female,Bachelor,101715,Married,Star,2698.01,Standard,2014-09
11639,480239,New_Brunswick,Fredericton,E3B_2H2,Male,Bachelor,101715,Married,Star,2698.01,Standard,2013-05
11640,234895,Ontario,Thunder_Bay,K8T_5M5,Male,Bachelor,61289,Married,Star,2698.05,Standard,2017-08
11641,262176,Ontario,Trenton,K8V_4B2,Male,Bachelor,96935,Single,Star,2698.36,Standard,2012-12
11642,266148,British_Columbia,Vancouver,V6E_3D9,Male,Bachelor,96935,Single,Star,2698.36,Standard,2017-05
11643,678454,Ontario,Thunder_Bay,K8T_5M5,Female,Bachelor,87538,Married,Star,2698.69,Standard,2013-04
11644,920840,Ontario,Thunder_Bay,K8T_5M5,Male,Bachelor,97297,Single,Star,2700.68,Standard,2013-09
11645,565242,British_Columbia,Vancouver,V5R_1W3,Male,Bachelor,89929,Married,Star,2700.99,Standard,2018-01
11646,838482,Ontario,Toronto,P1W_1K4,Male,Bachelor,89929,Married,Star,2700.99,Standard,2014-10
11647,925767,Ontario,Toronto,M2M_7K8,Male,College,79359,Single,Star,6947.52,2018_Promotion,2018-02
11648,127410,Alberta,Edmonton,T9G_1W3,Female,Bachelor,87747,Married,Star,2701.49,Standard,2016-07
11649,382983,Ontario,Toronto,M2M_7K8,Male,Bachelor,87747,Married,Star,2701.49,Standard,2018-12
11650,116703,British_Columbia,Vancouver,V5R_1W3,Male,Bachelor,65838,Married,Star,2702.38,Standard,2014-05
11651,388777,Ontario,Toronto,P1L_8X8,Female,Bachelor,65838,Married,Star,2702.38,Standard,2016-07
11652,536485,Ontario,Thunder_Bay,K8T_5M5,Female,Doctor,204125,Married,Star,2702.69,Standard,2012-07
11653,282532,Quebec,Montreal,H3J_5I6,Female,College,79359,Married,Star,2703.27,Standard,2018-06
11654,601775,Manitoba,Winnipeg,R3R_3T4,Female,College,79359,Married,Star,2703.27,Standard,2016-04
11655,344627,Quebec,Hull,J8Y_3Z5,Female,College,79359,Married,Star,2703.47,Standard,2013-01
11656,557525,British_Columbia,Victoria,V10_6T5,Male,College,79359,Married,Star,2703.47,Standard,2015-02
11657,650377,Quebec,Montreal,H3T_8L4,Male,Master,115412,Married,Star,2704.54,Standard,2013-09
11658,832046,Manitoba,Winnipeg,R6Y_4T5,Male,Master,115412,Married,Star,2704.54,Standard,2018-05
11659,310965,Ontario,Toronto,P1J_8T7,Female,College,79359,Single,Star,2705.99,Standard,2016-05
11660,571215,British_Columbia,Vancouver,V5R_1W3,Female,College,79359,Single,Star,2705.99,Standard,2017-02
11661,131558,New_Brunswick,Moncton,E1A_2A7,Male,High_School_or_Below,65871,Divorced,Star,2706.61,Standard,2017-05
11662,680304,Quebec,Tremblant,H5Y_2S9,Female,High_School_or_Below,65871,Divorced,Star,2706.61,Standard,2016-11
11663,454356,British_Columbia,Vancouver,V1E_4R6,Female,Bachelor,91168,Married,Star,2707.21,Standard,2018-06
11664,589394,Ontario,Toronto,M8Y_4K8,Female,Bachelor,91168,Married,Star,2707.21,Standard,2012-12
11665,487823,Ontario,Ottawa,K1F_2R2,Female,Bachelor,69559,Married,Star,2707.43,Standard,2016-03
11666,790813,Ontario,Thunder_Bay,K8T_5M5,Male,Bachelor,71280,Divorced,Star,2708.02,Standard,2013-10
11667,416216,Ontario,Toronto,P1W_1K4,Male,Bachelor,74954,Married,Star,2709.54,Standard,2012-05
11668,667901,British_Columbia,Vancouver,V5R_1W3,Female,Bachelor,74954,Married,Star,2709.54,Standard,2016-06
11669,813681,Ontario,Kingston,M9K_2P4,Male,College,79359,Married,Star,2710.12,Standard,2013-04
11670,599078,Yukon,Whitehorse,Y2K_6R0,Female,College,79359,Married,Star,2710.15,Standard,2017-11
11671,733350,New_Brunswick,Moncton,E1A_2A7,Male,Bachelor,55321,Married,Star,2710.81,Standard,2012-11
11672,931622,Quebec,Tremblant,H5Y_2S9,Male,Bachelor,55321,Married,Star,2710.81,Standard,2017-11
11673,822811,Saskatchewan,Regina,S1J_3C5,Female,College,79359,Single,Star,2710.92,Standard,2017-03
11674,991056,Nova_Scotia,Halifax,B3J_9S2,Female,College,79359,Single,Star,2710.92,Standard,2017-06
11675,604681,Quebec,Montreal,H2Y_2W2,Male,College,79359,Single,Star,2711.9,Standard,2013-03
11676,777118,Manitoba,Winnipeg,R2C_0M5,Female,College,79359,Single,Star,2711.9,Standard,2014-06
11677,488811,Ontario,Sudbury,M5V_1G5,Male,Bachelor,28568,Married,Star,7050.97,2018_Promotion,2018-03
11678,595236,Quebec,Montreal,H2Y_2W2,Female,Bachelor,60897,Married,Star,2712.83,Standard,2018-05
11679,275244,Ontario,Toronto,M2P_4F6,Female,Bachelor,74720,Single,Star,2712.92,Standard,2014-06
11680,604328,Ontario,Toronto,P1J_8T7,Female,Bachelor,54982,Single,Star,2713.37,Standard,2018-12
11681,697917,British_Columbia,Vancouver,V1E_4R6,Female,Bachelor,54982,Single,Star,2713.37,Standard,2018-09
11682,615201,Ontario,Trenton,K8V_4B2,Female,College,79359,Married,Star,2713.56,Standard,2013-04
11683,721639,British_Columbia,Vancouver,V6E_3D9,Male,College,79359,Married,Star,2713.56,Standard,2014-10
11684,628130,British_Columbia,Vancouver,V6E_3D9,Female,Bachelor,96700,Married,Star,2714.65,Standard,2015-04
11685,854998,Ontario,Trenton,K8V_4B2,Female,Bachelor,96700,Married,Star,2714.65,Standard,2017-04
11686,118628,Ontario,Sudbury,M5V_1G5,Female,High_School_or_Below,62006,Married,Star,2715.69,Standard,2016-09
11687,449441,Ontario,Toronto,P1J_8T7,Male,High_School_or_Below,83867,Divorced,Star,7142.55,2018_Promotion,2018-02
11688,136334,Quebec,Montreal,H2Y_2W2,Female,Bachelor,80541,Married,Star,2717.78,Standard,2016-04
11689,479359,Manitoba,Winnipeg,R2C_0M5,Male,Bachelor,80541,Married,Star,2717.78,Standard,2012-10
11690,169137,Quebec,Hull,J8Y_3Z5,Female,Bachelor,53866,Married,Star,2718.38,Standard,2017-01
11691,184306,British_Columbia,Vancouver,V6E_3Z3,Male,Bachelor,53866,Married,Star,2718.38,Standard,2012-12
11692,708343,Newfoundland,St._John's,A1C_6H9,Female,Bachelor,91763,Married,Star,2719.26,Standard,2014-10
11693,746377,Quebec,Quebec_City,G1B_3L5,Male,Bachelor,91763,Married,Star,2719.26,Standard,2018-07
11694,588445,British_Columbia,Whistler,V6T_1Y8,Female,Bachelor,59496,Divorced,Star,2719.43,Standard,2014-01
11695,975412,Quebec,Montreal,H2Y_2W2,Female,Bachelor,59496,Divorced,Star,2719.43,Standard,2016-12
11696,129171,Newfoundland,St._John's,A1C_6H9,Male,Master,82940,Married,Star,2719.51,Standard,2018-07
11697,274410,Quebec,Montreal,H2Y_4R4,Male,Master,82940,Married,Star,2719.51,Standard,2017-09
11698,277587,Manitoba,Winnipeg,R2C_0M5,Female,Master,82940,Married,Star,2719.51,Standard,2017-05
11699,389429,British_Columbia,Vancouver,V5R_1W3,Male,Master,82940,Married,Star,2719.51,Standard,2016-08
11700,600302,British_Columbia,Whistler,V6T_1Y8,Female,Master,82940,Married,Star,2719.51,Standard,2017-02
11701,786966,British_Columbia,Vancouver,V6E_3Z3,Male,Master,82940,Married,Star,2719.51,Standard,2017-03
11702,795155,Prince_Edward_Island,Charlottetown,C1A_6E8,Female,Master,82940,Married,Star,2719.51,Standard,2018-11
11703,836713,Quebec,Quebec_City,G1B_3L5,Male,Master,82940,Married,Star,2719.51,Standard,2014-12
11704,919117,Ontario,Toronto,P1L_8X8,Male,Master,82940,Married,Star,2719.51,Standard,2014-06
11705,940796,British_Columbia,Vancouver,V6E_3D9,Male,Master,82940,Married,Star,2719.51,Standard,2012-08
11706,236003,Ontario,Trenton,K8V_4B2,Female,Bachelor,61912,Single,Star,2719.85,Standard,2015-01
11707,584458,British_Columbia,Vancouver,V6E_3D9,Female,Bachelor,61912,Single,Star,2719.85,Standard,2012-08
11708,227804,British_Columbia,Vancouver,V6E_3Z3,Male,Bachelor,103413,Married,Star,2721.59,Standard,2017-05
11709,458072,Saskatchewan,Regina,S6J_3G0,Female,Bachelor,63575,Married,Star,2721.59,Standard,2015-04
11710,832810,Nova_Scotia,Halifax,B3J_9S2,Male,Bachelor,63575,Married,Star,2721.59,Standard,2018-12
11711,949974,Ontario,Trenton,K8V_4B2,Male,Bachelor,103413,Married,Star,2721.59,Standard,2018-05
11712,661054,Quebec,Montreal,H2T_9K8,Male,High_School_or_Below,66341,Married,Star,2721.75,Standard,2012-09
11713,901987,British_Columbia,Whistler,V6T_1Y8,Male,High_School_or_Below,66341,Married,Star,2721.75,Standard,2013-09
11714,158680,Ontario,Sudbury,M5V_1G5,Male,High_School_or_Below,55043,Married,Star,2722.21,Standard,2015-03
11715,287088,Alberta,Edmonton,T9G_1W3,Female,High_School_or_Below,55043,Married,Star,2722.21,Standard,2014-05
11716,331078,Ontario,Toronto,M2M_6J7,Female,High_School_or_Below,55043,Married,Star,2722.21,Standard,2014-02
11717,383627,British_Columbia,Vancouver,V6E_3D9,Female,High_School_or_Below,55043,Married,Star,2722.21,Standard,2013-05
11718,411690,Ontario,Toronto,P2T_6G3,Female,High_School_or_Below,55043,Married,Star,2722.21,Standard,2015-02
11719,503025,New_Brunswick,Fredericton,E3B_2H2,Female,High_School_or_Below,55043,Married,Star,2722.21,Standard,2018-11
11720,517940,Ontario,Toronto,M2M_7K8,Female,High_School_or_Below,55043,Married,Star,2722.21,Standard,2018-08
11721,679607,Ontario,Toronto,P1W_1K4,Male,High_School_or_Below,55043,Married,Star,2722.21,Standard,2014-07
11722,854902,Alberta,Calgary,T3E_2V9,Female,High_School_or_Below,55043,Married,Star,2722.21,Standard,2015-10
11723,981664,British_Columbia,Vancouver,V5R_1W3,Female,High_School_or_Below,55043,Married,Star,2722.21,Standard,2015-05
11724,992631,Quebec,Montreal,H4G_3T4,Male,High_School_or_Below,55043,Married,Star,2722.21,Standard,2015-04
11725,255509,British_Columbia,Vancouver,V6E_3D9,Male,Bachelor,74802,Divorced,Star,2722.41,Standard,2017-01
11726,641103,Ontario,Trenton,K8V_4B2,Male,Bachelor,74802,Divorced,Star,2722.41,Standard,2016-08
11727,670210,Quebec,Montreal,H2Y_2W2,Male,Doctor,184518,Married,Star,2722.99,Standard,2013-02
11728,938324,British_Columbia,Whistler,V6T_1Y8,Male,Doctor,184518,Married,Star,2722.99,Standard,2014-10
11729,653973,Ontario,Ottawa,K1F_2R2,Male,College,79359,Married,Star,2724.26,Standard,2017-05
11730,589427,Ontario,London,M5B_3E4,Female,College,79359,Divorced,Star,2724.43,Standard,2017-11
11731,194758,Quebec,Montreal,H2T_9K8,Female,Bachelor,91621,Married,Star,2725.19,Standard,2017-04
11732,973111,British_Columbia,Whistler,V6T_1Y8,Female,Bachelor,91621,Married,Star,2725.19,Standard,2013-05
11733,124085,Nova_Scotia,Halifax,B3C_2M8,Male,Bachelor,64854,Married,Star,2725.32,Standard,2017-07
11734,933968,Quebec,Quebec_City,G1B_3L5,Male,Bachelor,64854,Married,Star,2725.32,Standard,2016-02
11735,175814,Ontario,Toronto,M2M_7K8,Male,Bachelor,58725,Married,Star,2725.36,Standard,2012-06
11736,180832,Quebec,Montreal,H2Y_2W2,Male,Bachelor,58725,Married,Star,2725.36,Standard,2017-02
11737,334329,Alberta,Edmonton,T9G_1W3,Female,Bachelor,58725,Married,Star,2725.36,Standard,2015-01
11738,414305,Ontario,Toronto,P5S_6R4,Male,Bachelor,58725,Married,Star,2725.36,Standard,2016-12
11739,650870,British_Columbia,Vancouver,V6E_3D9,Male,Bachelor,58725,Married,Star,2725.36,Standard,2013-12
11740,677695,Saskatchewan,Regina,S6J_3G0,Female,Bachelor,58725,Married,Star,2725.36,Standard,2013-12
11741,733324,Alberta,Calgary,T3E_2V9,Female,Bachelor,58725,Married,Star,2725.36,Standard,2016-03
11742,764305,Ontario,Toronto,M2M_6J7,Male,Bachelor,58725,Married,Star,2725.36,Standard,2016-10
11743,774326,Ontario,Toronto,M2M_7K8,Female,Bachelor,58725,Married,Star,2725.36,Standard,2015-10
11744,853003,British_Columbia,Whistler,V6T_1Y8,Male,Bachelor,58725,Married,Star,2725.36,Standard,2018-11
11745,857942,Ontario,Kingston,M9K_2P4,Male,Bachelor,58725,Married,Star,2725.36,Standard,2015-06
11746,496831,Ontario,Ottawa,K1F_2R2,Female,Bachelor,87818,Married,Star,7294.58,2018_Promotion,2018-04
11747,102464,Quebec,Montreal,H2T_9K8,Male,Bachelor,60563,Married,Star,2725.68,Standard,2016-07
11748,392558,British_Columbia,Whistler,V6T_1Y8,Male,Bachelor,60563,Married,Star,2725.68,Standard,2016-04
11749,122094,British_Columbia,Vancouver,V1E_4R6,Male,Bachelor,67059,Married,Star,2726.39,Standard,2014-10
11750,630920,Ontario,Toronto,M1R_4K3,Female,Bachelor,48081,Married,Star,7380.98,2018_Promotion,2018-02
11751,673054,Manitoba,Winnipeg,R3R_3T4,Female,Bachelor,54872,Divorced,Star,2726.8,Standard,2014-08
11752,876765,Quebec,Montreal,H2Y_4R4,Female,Bachelor,54872,Divorced,Star,2726.8,Standard,2018-10
11753,827731,Ontario,Toronto,P1W_1K4,Female,College,79359,Single,Star,2726.83,Standard,2013-09
11754,852573,British_Columbia,Vancouver,V5R_1W3,Female,College,79359,Single,Star,2726.83,Standard,2015-09
11755,235885,Quebec,Tremblant,H5Y_2S9,Female,Bachelor,53337,Married,Star,2727.08,Standard,2014-12
11756,184045,Ontario,Toronto,M1R_4K3,Male,Bachelor,70473,Married,Star,7649.28,2018_Promotion,2018-02
11757,307619,Ontario,Toronto,P2T_6G3,Male,Bachelor,86489,Married,Star,2727.52,Standard,2018-07
11758,844749,British_Columbia,Vancouver,V6E_3D9,Male,Bachelor,86489,Married,Star,2727.52,Standard,2012-05
11759,292096,British_Columbia,Victoria,V10_6T5,Male,Bachelor,86501,Married,Star,2727.68,Standard,2016-04
11760,518064,Quebec,Hull,J8Y_3Z5,Female,Bachelor,86501,Married,Star,2727.68,Standard,2016-03
11761,746314,Quebec,Montreal,H4G_3T4,Female,College,79359,Single,Star,2727.74,Standard,2016-10
11762,886227,New_Brunswick,Fredericton,E3B_2H2,Female,College,79359,Single,Star,2727.74,Standard,2018-08
11763,565991,Ontario,Toronto,P5S_6R4,Female,Bachelor,64122,Single,Star,2728.04,Standard,2018-01
11764,854610,British_Columbia,Vancouver,V6E_3D9,Male,Bachelor,64122,Single,Star,2728.04,Standard,2014-09
11765,419758,Quebec,Montreal,H4G_3T4,Female,Bachelor,61554,Divorced,Star,2728.84,Standard,2014-09
11766,738567,New_Brunswick,Fredericton,E3B_2H2,Male,Bachelor,61554,Divorced,Star,2728.84,Standard,2018-10
11767,302129,Ontario,Toronto,P1L_8X8,Female,Bachelor,80861,Married,Star,2729.13,Standard,2014-07
11768,824216,British_Columbia,Vancouver,V5R_1W3,Female,Bachelor,80861,Married,Star,2729.13,Standard,2018-06
11769,168316,Alberta,Edmonton,T3G_6Y6,Female,Bachelor,65666,Married,Star,2730.2,Standard,2015-08
11770,368713,Ontario,Toronto,M2M_7K8,Male,Bachelor,65666,Married,Star,2730.2,Standard,2018-11
11771,652852,Alberta,Edmonton,T3G_6Y6,Male,Bachelor,58409,Married,Star,2730.31,Standard,2018-05
11772,866701,Ontario,Toronto,M2M_7K8,Female,Bachelor,58409,Married,Star,2730.31,Standard,2016-09
11773,517559,British_Columbia,Vancouver,V6E_3D9,Female,Bachelor,78300,Married,Star,2730.35,Standard,2016-01
11774,648924,Ontario,Trenton,K8V_4B2,Male,Bachelor,78300,Married,Star,2730.35,Standard,2017-07
11775,633861,New_Brunswick,Fredericton,E3B_2H2,Female,Bachelor,50176,Married,Star,2730.97,Standard,2013-01
11776,677174,Quebec,Montreal,H4G_3T4,Female,Bachelor,50176,Married,Star,2730.97,Standard,2012-06
11777,680379,Quebec,Quebec_City,G1B_3L5,Female,Bachelor,63654,Married,Star,2731.4,Standard,2014-07
11778,750974,Newfoundland,St._John's,A1C_6H9,Male,Bachelor,63654,Married,Star,2731.4,Standard,2016-10
11779,136065,British_Columbia,Vancouver,V5R_1W3,Male,Bachelor,83015,Married,Star,2731.52,Standard,2012-07
11780,663422,Ontario,Toronto,P1L_8X8,Female,Bachelor,83015,Married,Star,2731.52,Standard,2017-06
11781,141703,Ontario,Toronto,P2T_6G3,Male,Bachelor,63348,Married,Star,2732.61,Standard,2016-04
