CCAA,Tipo de equipamiento,Periodo,Total
Galicia,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2015,"75,2"
Galicia,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2014,"69,1"
Galicia,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2013,"63,9"
Galicia,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2012,"61,6"
Galicia,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2011,51
Galicia,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2010,"45,9"
Galicia,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2009,"37,8"
Galicia,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2008,"31,2"
Galicia,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2007,"25,5"
Galicia,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2006,"19,5"
Galicia,Viviendas con teléfono fijo,2024,"58,4"
Galicia,Viviendas con teléfono fijo,2023,"57,3"
Galicia,Viviendas con teléfono fijo,2022,"62,2"
Galicia,Viviendas con teléfono fijo,2021,"65,9"
Galicia,Viviendas con teléfono fijo,2020,"71,2"
Galicia,Viviendas con teléfono fijo,2019,"72,3"
Galicia,Viviendas con teléfono fijo,2018,"74,5"
Galicia,Viviendas con teléfono fijo,2017,"75,3"
Galicia,Viviendas con teléfono fijo,2016,"78,1"
Galicia,Viviendas con teléfono fijo,2015,"78,5"
Galicia,Viviendas con teléfono fijo,2014,"79,2"
Galicia,Viviendas con teléfono fijo,2013,"79,1"
Galicia,Viviendas con teléfono fijo,2012,"78,2"
Galicia,Viviendas con teléfono fijo,2011,"79,3"
Galicia,Viviendas con teléfono fijo,2010,"78,3"
Galicia,Viviendas con teléfono fijo,2009,"80,6"
Galicia,Viviendas con teléfono fijo,2008,"81,5"
Galicia,Viviendas con teléfono fijo,2007,"80,4"
Galicia,Viviendas con teléfono fijo,2006,"83,6"
Galicia,Viviendas con teléfono móvil,2024,"99,5"
Galicia,Viviendas con teléfono móvil,2023,99
Galicia,Viviendas con teléfono móvil,2022,"98,9"
Galicia,Viviendas con teléfono móvil,2021,99
Galicia,Viviendas con teléfono móvil,2020,"99,4"
Galicia,Viviendas con teléfono móvil,2019,"98,2"
Galicia,Viviendas con teléfono móvil,2018,"97,9"
Galicia,Viviendas con teléfono móvil,2017,97
Galicia,Viviendas con teléfono móvil,2016,"96,8"
Galicia,Viviendas con teléfono móvil,2015,"95,9"
Galicia,Viviendas con teléfono móvil,2014,"95,4"
Galicia,Viviendas con teléfono móvil,2013,95
Galicia,Viviendas con teléfono móvil,2012,"94,6"
Galicia,Viviendas con teléfono móvil,2011,92
Galicia,Viviendas con teléfono móvil,2010,"91,4"
Galicia,Viviendas con teléfono móvil,2009,"89,5"
Galicia,Viviendas con teléfono móvil,2008,"86,3"
Galicia,Viviendas con teléfono móvil,2007,"86,2"
Galicia,Viviendas con teléfono móvil,2006,82
Comunidad de Madrid,Viviendas con algún tipo de ordenador,2024,"88,2"
Comunidad de Madrid,Viviendas con algún tipo de ordenador,2023,"87,9"
Comunidad de Madrid,Viviendas con algún tipo de ordenador,2022,"89,4"
Comunidad de Madrid,Viviendas con algún tipo de ordenador,2021,"89,2"
Comunidad de Madrid,Viviendas con algún tipo de ordenador,2020,"86,7"
Comunidad de Madrid,Viviendas con algún tipo de ordenador,2019,"87,8"
Comunidad de Madrid,Viviendas con algún tipo de ordenador,2018,"86,5"
Comunidad de Madrid,Viviendas con algún tipo de ordenador,2017,"86,5"
Comunidad de Madrid,Viviendas con algún tipo de ordenador,2016,"85,3"
Comunidad de Madrid,Viviendas con algún tipo de ordenador,2015,"84,9"
Comunidad de Madrid,Viviendas con algún tipo de ordenador,2014,"82,9"
Comunidad de Madrid,Viviendas con algún tipo de ordenador,2013,"82,5"
Comunidad de Madrid,Viviendas con algún tipo de ordenador,2012,"80,3"
Comunidad de Madrid,Viviendas con algún tipo de ordenador,2011,"76,5"
Comunidad de Madrid,Viviendas con algún tipo de ordenador,2010,"73,9"
Comunidad de Madrid,Viviendas con algún tipo de ordenador,2009,"71,9"
Comunidad de Madrid,Viviendas con algún tipo de ordenador,2008,"70,8"
Comunidad de Madrid,Viviendas con algún tipo de ordenador,2007,"69,4"
Comunidad de Madrid,Viviendas con algún tipo de ordenador,2006,"66,8"
Comunidad de Madrid,Viviendas que disponen de acceso a Internet,2024,98
Comunidad de Madrid,Viviendas que disponen de acceso a Internet,2023,"97,7"
Comunidad de Madrid,Viviendas que disponen de acceso a Internet,2022,"97,8"
Comunidad de Madrid,Viviendas que disponen de acceso a Internet,2021,"97,5"
Comunidad de Madrid,Viviendas que disponen de acceso a Internet,2020,"97,1"
Comunidad de Madrid,Viviendas que disponen de acceso a Internet,2019,"94,5"
Comunidad de Madrid,Viviendas que disponen de acceso a Internet,2018,"91,5"
Comunidad de Madrid,Viviendas que disponen de acceso a Internet,2017,"88,9"
Comunidad de Madrid,Viviendas que disponen de acceso a Internet,2016,"88,3"
Comunidad de Madrid,Viviendas que disponen de acceso a Internet,2015,"86,4"
Comunidad de Madrid,Viviendas que disponen de acceso a Internet,2014,"83,1"
Comunidad de Madrid,Viviendas que disponen de acceso a Internet,2013,"79,8"
Comunidad de Madrid,Viviendas que disponen de acceso a Internet,2012,"77,3"
Comunidad de Madrid,Viviendas que disponen de acceso a Internet,2011,"71,4"
Comunidad de Madrid,Viviendas que disponen de acceso a Internet,2010,66
Comunidad de Madrid,Viviendas que disponen de acceso a Internet,2009,"63,5"
Comunidad de Madrid,Viviendas que disponen de acceso a Internet,2008,"61,2"
Comunidad de Madrid,Viviendas que disponen de acceso a Internet,2007,"55,8"
Comunidad de Madrid,Viviendas que disponen de acceso a Internet,2006,"49,4"
Comunidad de Madrid,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2024,98
Comunidad de Madrid,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2023,"97,6"
Comunidad de Madrid,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2022,"97,8"
Comunidad de Madrid,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2021,"97,5"
Comunidad de Madrid,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2020,"97,1"
Comunidad de Madrid,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2019,"94,5"
Comunidad de Madrid,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2018,"91,4"
Comunidad de Madrid,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2017,"88,5"
Comunidad de Madrid,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2016,"87,5"
Comunidad de Madrid,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2015,"85,7"
Comunidad de Madrid,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2014,"82,9"
Comunidad de Madrid,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2013,"78,4"
Comunidad de Madrid,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2012,"76,6"
Comunidad de Madrid,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2011,"70,5"
Comunidad de Madrid,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2010,"65,1"
Comunidad de Madrid,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2009,"61,7"
Comunidad de Madrid,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2008,"56,7"
Comunidad de Madrid,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2007,"51,1"
Comunidad de Madrid,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2006,"38,8"
Comunidad de Madrid,Viviendas con teléfono fijo,2024,"66,1"
Comunidad de Madrid,Viviendas con teléfono fijo,2023,"70,4"
Comunidad de Madrid,Viviendas con teléfono fijo,2022,"76,6"
Comunidad de Madrid,Viviendas con teléfono fijo,2021,"81,4"
Comunidad de Madrid,Viviendas con teléfono fijo,2020,"82,3"
Comunidad de Madrid,Viviendas con teléfono fijo,2019,"87,4"
Comunidad de Madrid,Viviendas con teléfono fijo,2018,87
Comunidad de Madrid,Viviendas con teléfono fijo,2017,"88,1"
Comunidad de Madrid,Viviendas con teléfono fijo,2016,"88,1"
Comunidad de Madrid,Viviendas con teléfono fijo,2015,"89,1"
Comunidad de Madrid,Viviendas con teléfono fijo,2014,"90,1"
Comunidad de Madrid,Viviendas con teléfono fijo,2013,"90,7"
Comunidad de Madrid,Viviendas con teléfono fijo,2012,"91,1"
Comunidad de Madrid,Viviendas con teléfono fijo,2011,91
Comunidad de Madrid,Viviendas con teléfono fijo,2010,"88,9"
Comunidad de Madrid,Viviendas con teléfono fijo,2009,"88,3"
Comunidad de Madrid,Viviendas con teléfono fijo,2008,"88,1"
Comunidad de Madrid,Viviendas con teléfono fijo,2007,"88,7"
Comunidad de Madrid,Viviendas con teléfono fijo,2006,"90,1"
Comunidad de Madrid,Viviendas con teléfono móvil,2024,"99,5"
Comunidad de Madrid,Viviendas con teléfono móvil,2023,"99,7"
Comunidad de Madrid,Viviendas con teléfono móvil,2022,"99,4"
Comunidad de Madrid,Viviendas con teléfono móvil,2021,"99,7"
Comunidad de Madrid,Viviendas con teléfono móvil,2020,"99,6"
Comunidad de Madrid,Viviendas con teléfono móvil,2019,"99,1"
Comunidad de Madrid,Viviendas con teléfono móvil,2018,"98,5"
Comunidad de Madrid,Viviendas con teléfono móvil,2017,"98,8"
Comunidad de Madrid,Viviendas con teléfono móvil,2016,"98,6"
Comunidad de Madrid,Viviendas con teléfono móvil,2015,"98,1"
Comunidad de Madrid,Viviendas con teléfono móvil,2014,"98,2"
Comunidad de Madrid,Viviendas con teléfono móvil,2013,"97,4"
Comunidad de Madrid,Viviendas con teléfono móvil,2012,"96,7"
Comunidad de Madrid,Viviendas con teléfono móvil,2011,"96,2"
Comunidad de Madrid,Viviendas con teléfono móvil,2010,"96,6"
Comunidad de Madrid,Viviendas con teléfono móvil,2009,"95,9"
Comunidad de Madrid,Viviendas con teléfono móvil,2008,"94,8"
Comunidad de Madrid,Viviendas con teléfono móvil,2007,"94,2"
Comunidad de Madrid,Viviendas con teléfono móvil,2006,"91,9"
Región de Murcia,Viviendas con algún tipo de ordenador,2024,79
Región de Murcia,Viviendas con algún tipo de ordenador,2023,"79,4"
Región de Murcia,Viviendas con algún tipo de ordenador,2022,"82,4"
Región de Murcia,Viviendas con algún tipo de ordenador,2021,"84,9"
Región de Murcia,Viviendas con algún tipo de ordenador,2020,"79,5"
Región de Murcia,Viviendas con algún tipo de ordenador,2019,"78,1"
Región de Murcia,Viviendas con algún tipo de ordenador,2018,"77,1"
Región de Murcia,Viviendas con algún tipo de ordenador,2017,"77,6"
Región de Murcia,Viviendas con algún tipo de ordenador,2016,"74,5"
Región de Murcia,Viviendas con algún tipo de ordenador,2015,"72,8"
Región de Murcia,Viviendas con algún tipo de ordenador,2014,"72,7"
Región de Murcia,Viviendas con algún tipo de ordenador,2013,"70,4"
Región de Murcia,Viviendas con algún tipo de ordenador,2012,"70,9"
Región de Murcia,Viviendas con algún tipo de ordenador,2011,"68,7"
Región de Murcia,Viviendas con algún tipo de ordenador,2010,"66,4"
Región de Murcia,Viviendas con algún tipo de ordenador,2009,"62,1"
Región de Murcia,Viviendas con algún tipo de ordenador,2008,"55,9"
Región de Murcia,Viviendas con algún tipo de ordenador,2007,"55,8"
Región de Murcia,Viviendas con algún tipo de ordenador,2006,"55,8"
Región de Murcia,Viviendas que disponen de acceso a Internet,2024,"97,2"
Región de Murcia,Viviendas que disponen de acceso a Internet,2023,97
Región de Murcia,Viviendas que disponen de acceso a Internet,2022,"96,9"
Región de Murcia,Viviendas que disponen de acceso a Internet,2021,"96,9"
Región de Murcia,Viviendas que disponen de acceso a Internet,2020,"94,4"
Región de Murcia,Viviendas que disponen de acceso a Internet,2019,"91,3"
Región de Murcia,Viviendas que disponen de acceso a Internet,2018,"87,4"
Región de Murcia,Viviendas que disponen de acceso a Internet,2017,86
Región de Murcia,Viviendas que disponen de acceso a Internet,2016,"81,4"
Región de Murcia,Viviendas que disponen de acceso a Internet,2015,"78,9"
Región de Murcia,Viviendas que disponen de acceso a Internet,2014,"72,8"
Región de Murcia,Viviendas que disponen de acceso a Internet,2013,"66,3"
Región de Murcia,Viviendas que disponen de acceso a Internet,2012,"62,9"
Región de Murcia,Viviendas que disponen de acceso a Internet,2011,"58,8"
Región de Murcia,Viviendas que disponen de acceso a Internet,2010,"52,6"
Región de Murcia,Viviendas que disponen de acceso a Internet,2009,"46,3"
Región de Murcia,Viviendas que disponen de acceso a Internet,2008,"41,3"
Región de Murcia,Viviendas que disponen de acceso a Internet,2007,"35,4"
Región de Murcia,Viviendas que disponen de acceso a Internet,2006,"33,3"
Región de Murcia,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2024,"97,2"
Región de Murcia,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2023,97
Región de Murcia,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2022,"96,9"
Región de Murcia,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2021,"96,9"
Región de Murcia,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2020,"94,4"
Región de Murcia,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2019,91
Región de Murcia,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2018,"87,4"
Región de Murcia,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2017,"84,7"
Región de Murcia,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2016,81
Región de Murcia,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2015,"77,7"
Región de Murcia,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2014,72
Región de Murcia,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2013,"66,1"
Región de Murcia,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2012,"62,2"
Región de Murcia,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2011,"57,9"
Región de Murcia,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2010,"50,5"
Región de Murcia,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2009,"43,8"
Región de Murcia,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2008,35
Región de Murcia,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2007,"30,9"
Región de Murcia,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2006,"25,3"
Región de Murcia,Viviendas con teléfono fijo,2024,"33,4"
Región de Murcia,Viviendas con teléfono fijo,2023,"39,3"
Región de Murcia,Viviendas con teléfono fijo,2022,"44,6"
Región de Murcia,Viviendas con teléfono fijo,2021,"47,8"
Región de Murcia,Viviendas con teléfono fijo,2020,53
Región de Murcia,Viviendas con teléfono fijo,2019,"52,5"
Región de Murcia,Viviendas con teléfono fijo,2018,"54,1"
Región de Murcia,Viviendas con teléfono fijo,2017,"58,7"
Región de Murcia,Viviendas con teléfono fijo,2016,"56,7"
Región de Murcia,Viviendas con teléfono fijo,2015,"56,6"
Región de Murcia,Viviendas con teléfono fijo,2014,"58,5"
Región de Murcia,Viviendas con teléfono fijo,2013,"56,9"
Región de Murcia,Viviendas con teléfono fijo,2012,"63,7"
Región de Murcia,Viviendas con teléfono fijo,2011,"66,1"
Región de Murcia,Viviendas con teléfono fijo,2010,"65,2"
Región de Murcia,Viviendas con teléfono fijo,2009,"66,4"
Región de Murcia,Viviendas con teléfono fijo,2008,"69,8"
Región de Murcia,Viviendas con teléfono fijo,2007,"71,3"
Región de Murcia,Viviendas con teléfono fijo,2006,"76,2"
Región de Murcia,Viviendas con teléfono móvil,2024,"99,3"
Región de Murcia,Viviendas con teléfono móvil,2023,"99,7"
Región de Murcia,Viviendas con teléfono móvil,2022,"99,8"
Región de Murcia,Viviendas con teléfono móvil,2021,"99,4"
Región de Murcia,Viviendas con teléfono móvil,2020,"98,3"
Región de Murcia,Viviendas con teléfono móvil,2019,"98,9"
Región de Murcia,Viviendas con teléfono móvil,2018,"98,4"
Región de Murcia,Viviendas con teléfono móvil,2017,"98,3"
Región de Murcia,Viviendas con teléfono móvil,2016,"97,1"
Región de Murcia,Viviendas con teléfono móvil,2015,"97,8"
Región de Murcia,Viviendas con teléfono móvil,2014,"96,9"
Región de Murcia,Viviendas con teléfono móvil,2013,"96,5"
Región de Murcia,Viviendas con teléfono móvil,2012,"96,6"
Región de Murcia,Viviendas con teléfono móvil,2011,"96,6"
Región de Murcia,Viviendas con teléfono móvil,2010,"95,5"
Región de Murcia,Viviendas con teléfono móvil,2009,"93,5"
Región de Murcia,Viviendas con teléfono móvil,2008,"91,8"
Región de Murcia,Viviendas con teléfono móvil,2007,91
Región de Murcia,Viviendas con teléfono móvil,2006,"89,6"
Comunidad Foral de Navarra,Viviendas con algún tipo de ordenador,2024,"87,7"
Comunidad Foral de Navarra,Viviendas con algún tipo de ordenador,2023,"86,8"
Comunidad Foral de Navarra,Viviendas con algún tipo de ordenador,2022,"86,3"
Comunidad Foral de Navarra,Viviendas con algún tipo de ordenador,2021,"87,3"
Comunidad Foral de Navarra,Viviendas con algún tipo de ordenador,2020,"86,3"
Comunidad Foral de Navarra,Viviendas con algún tipo de ordenador,2019,"87,5"
Comunidad Foral de Navarra,Viviendas con algún tipo de ordenador,2018,"84,1"
Comunidad Foral de Navarra,Viviendas con algún tipo de ordenador,2017,"82,6"
Comunidad Foral de Navarra,Viviendas con algún tipo de ordenador,2016,"80,1"
Comunidad Foral de Navarra,Viviendas con algún tipo de ordenador,2015,"78,2"
Comunidad Foral de Navarra,Viviendas con algún tipo de ordenador,2014,"75,6"
Comunidad Foral de Navarra,Viviendas con algún tipo de ordenador,2013,"72,4"
Comunidad Foral de Navarra,Viviendas con algún tipo de ordenador,2012,"74,5"
Comunidad Foral de Navarra,Viviendas con algún tipo de ordenador,2011,"72,7"
Comunidad Foral de Navarra,Viviendas con algún tipo de ordenador,2010,"71,2"
Comunidad Foral de Navarra,Viviendas con algún tipo de ordenador,2009,"69,6"
Comunidad Foral de Navarra,Viviendas con algún tipo de ordenador,2008,66
Comunidad Foral de Navarra,Viviendas con algún tipo de ordenador,2007,"62,5"
Comunidad Foral de Navarra,Viviendas con algún tipo de ordenador,2006,"56,5"
Comunidad Foral de Navarra,Viviendas que disponen de acceso a Internet,2024,97
Comunidad Foral de Navarra,Viviendas que disponen de acceso a Internet,2023,"96,2"
Comunidad Foral de Navarra,Viviendas que disponen de acceso a Internet,2022,"96,4"
Comunidad Foral de Navarra,Viviendas que disponen de acceso a Internet,2021,"96,2"
Comunidad Foral de Navarra,Viviendas que disponen de acceso a Internet,2020,"96,5"
Comunidad Foral de Navarra,Viviendas que disponen de acceso a Internet,2019,95
Comunidad Foral de Navarra,Viviendas que disponen de acceso a Internet,2018,"87,2"
Comunidad Foral de Navarra,Viviendas que disponen de acceso a Internet,2017,"88,3"
Comunidad Foral de Navarra,Viviendas que disponen de acceso a Internet,2016,"82,5"
Comunidad Foral de Navarra,Viviendas que disponen de acceso a Internet,2015,"80,8"
Comunidad Foral de Navarra,Viviendas que disponen de acceso a Internet,2014,76
Comunidad Foral de Navarra,Viviendas que disponen de acceso a Internet,2013,"71,5"
Comunidad Foral de Navarra,Viviendas que disponen de acceso a Internet,2012,"68,2"
Comunidad Foral de Navarra,Viviendas que disponen de acceso a Internet,2011,"65,7"
Comunidad Foral de Navarra,Viviendas que disponen de acceso a Internet,2010,"61,1"
Comunidad Foral de Navarra,Viviendas que disponen de acceso a Internet,2009,"56,5"
Comunidad Foral de Navarra,Viviendas que disponen de acceso a Internet,2008,"55,5"
Comunidad Foral de Navarra,Viviendas que disponen de acceso a Internet,2007,"48,4"
Comunidad Foral de Navarra,Viviendas que disponen de acceso a Internet,2006,"40,8"
Comunidad Foral de Navarra,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2024,97
Comunidad Foral de Navarra,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2023,"96,2"
Comunidad Foral de Navarra,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2022,"96,4"
Comunidad Foral de Navarra,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2021,"96,2"
Comunidad Foral de Navarra,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2020,"96,5"
Comunidad Foral de Navarra,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2019,"94,5"
Comunidad Foral de Navarra,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2018,"86,6"
Comunidad Foral de Navarra,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2017,"87,7"
Comunidad Foral de Navarra,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2016,"81,6"
Comunidad Foral de Navarra,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2015,"79,6"
Comunidad Foral de Navarra,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2014,76
Comunidad Foral de Navarra,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2013,"70,6"
Comunidad Foral de Navarra,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2012,"67,7"
Comunidad Foral de Navarra,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2011,"62,1"
Comunidad Foral de Navarra,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2010,"58,2"
Comunidad Foral de Navarra,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2009,"51,4"
Comunidad Foral de Navarra,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2008,"43,8"
Comunidad Foral de Navarra,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2007,"39,6"
Comunidad Foral de Navarra,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2006,"25,5"
Comunidad Foral de Navarra,Viviendas con teléfono fijo,2024,"57,3"
Comunidad Foral de Navarra,Viviendas con teléfono fijo,2023,"64,7"
Comunidad Foral de Navarra,Viviendas con teléfono fijo,2022,"67,3"
Comunidad Foral de Navarra,Viviendas con teléfono fijo,2021,"69,2"
Comunidad Foral de Navarra,Viviendas con teléfono fijo,2020,75
Comunidad Foral de Navarra,Viviendas con teléfono fijo,2019,"81,6"
Comunidad Foral de Navarra,Viviendas con teléfono fijo,2018,"84,1"
Comunidad Foral de Navarra,Viviendas con teléfono fijo,2017,"82,6"
Comunidad Foral de Navarra,Viviendas con teléfono fijo,2016,"85,3"
Comunidad Foral de Navarra,Viviendas con teléfono fijo,2015,83
Comunidad Foral de Navarra,Viviendas con teléfono fijo,2014,"85,4"
Comunidad Foral de Navarra,Viviendas con teléfono fijo,2013,"86,2"
Comunidad Foral de Navarra,Viviendas con teléfono fijo,2012,84
Comunidad Foral de Navarra,Viviendas con teléfono fijo,2011,"83,3"
Comunidad Foral de Navarra,Viviendas con teléfono fijo,2010,"84,1"
Comunidad Foral de Navarra,Viviendas con teléfono fijo,2009,"86,5"
Comunidad Foral de Navarra,Viviendas con teléfono fijo,2008,"87,8"
Comunidad Foral de Navarra,Viviendas con teléfono fijo,2007,"89,8"
Comunidad Foral de Navarra,Viviendas con teléfono fijo,2006,"91,1"
Comunidad Foral de Navarra,Viviendas con teléfono móvil,2024,"99,7"
Comunidad Foral de Navarra,Viviendas con teléfono móvil,2023,"99,5"
Comunidad Foral de Navarra,Viviendas con teléfono móvil,2022,"99,1"
Comunidad Foral de Navarra,Viviendas con teléfono móvil,2021,"99,6"
Comunidad Foral de Navarra,Viviendas con teléfono móvil,2020,"99,3"
Comunidad Foral de Navarra,Viviendas con teléfono móvil,2019,"99,6"
Comunidad Foral de Navarra,Viviendas con teléfono móvil,2018,"99,3"
Comunidad Foral de Navarra,Viviendas con teléfono móvil,2017,"97,8"
Comunidad Foral de Navarra,Viviendas con teléfono móvil,2016,"96,5"
Comunidad Foral de Navarra,Viviendas con teléfono móvil,2015,"96,8"
Comunidad Foral de Navarra,Viviendas con teléfono móvil,2014,"95,9"
Comunidad Foral de Navarra,Viviendas con teléfono móvil,2013,"95,9"
Comunidad Foral de Navarra,Viviendas con teléfono móvil,2012,"95,3"
Comunidad Foral de Navarra,Viviendas con teléfono móvil,2011,"96,4"
Comunidad Foral de Navarra,Viviendas con teléfono móvil,2010,"95,9"
Comunidad Foral de Navarra,Viviendas con teléfono móvil,2009,"94,6"
Comunidad Foral de Navarra,Viviendas con teléfono móvil,2008,"92,7"
Comunidad Foral de Navarra,Viviendas con teléfono móvil,2007,"89,7"
Comunidad Foral de Navarra,Viviendas con teléfono móvil,2006,"86,4"
País Vasco,Viviendas con algún tipo de ordenador,2024,"84,2"
País Vasco,Viviendas con algún tipo de ordenador,2023,84
País Vasco,Viviendas con algún tipo de ordenador,2022,"83,9"
País Vasco,Viviendas con algún tipo de ordenador,2021,"85,5"
País Vasco,Viviendas con algún tipo de ordenador,2020,"84,6"
País Vasco,Viviendas con algún tipo de ordenador,2019,"83,2"
País Vasco,Viviendas con algún tipo de ordenador,2018,"84,3"
País Vasco,Viviendas con algún tipo de ordenador,2017,"81,7"
País Vasco,Viviendas con algún tipo de ordenador,2016,"80,5"
País Vasco,Viviendas con algún tipo de ordenador,2015,"79,7"
País Vasco,Viviendas con algún tipo de ordenador,2014,"77,8"
País Vasco,Viviendas con algún tipo de ordenador,2013,"74,6"
País Vasco,Viviendas con algún tipo de ordenador,2012,"74,8"
País Vasco,Viviendas con algún tipo de ordenador,2011,74
País Vasco,Viviendas con algún tipo de ordenador,2010,"71,4"
País Vasco,Viviendas con algún tipo de ordenador,2009,"68,1"
País Vasco,Viviendas con algún tipo de ordenador,2008,"66,2"
País Vasco,Viviendas con algún tipo de ordenador,2007,"63,3"
País Vasco,Viviendas con algún tipo de ordenador,2006,"60,2"
País Vasco,Viviendas que disponen de acceso a Internet,2024,"96,2"
País Vasco,Viviendas que disponen de acceso a Internet,2023,"96,6"
País Vasco,Viviendas que disponen de acceso a Internet,2022,"96,3"
País Vasco,Viviendas que disponen de acceso a Internet,2021,"95,5"
País Vasco,Viviendas que disponen de acceso a Internet,2020,"95,5"
País Vasco,Viviendas que disponen de acceso a Internet,2019,"91,5"
País Vasco,Viviendas que disponen de acceso a Internet,2018,"89,1"
País Vasco,Viviendas que disponen de acceso a Internet,2017,"86,8"
País Vasco,Viviendas que disponen de acceso a Internet,2016,"82,6"
País Vasco,Viviendas que disponen de acceso a Internet,2015,"82,8"
País Vasco,Viviendas que disponen de acceso a Internet,2014,"77,8"
País Vasco,Viviendas que disponen de acceso a Internet,2013,"73,4"
País Vasco,Viviendas que disponen de acceso a Internet,2012,"70,7"
País Vasco,Viviendas que disponen de acceso a Internet,2011,"66,8"
País Vasco,Viviendas que disponen de acceso a Internet,2010,"63,9"
País Vasco,Viviendas que disponen de acceso a Internet,2009,"59,6"
País Vasco,Viviendas que disponen de acceso a Internet,2008,"56,9"
País Vasco,Viviendas que disponen de acceso a Internet,2007,"49,8"
País Vasco,Viviendas que disponen de acceso a Internet,2006,"45,2"
