Comunidades y Ciudades Autónomas;Tipo de equipamiento;Periodo;Total
Madrid, Comunidad de;Viviendas que disponen de acceso a Internet;2024;98
Madrid, Comunidad de;Viviendas que disponen de acceso a Internet;2023;97,7
Madrid, Comunidad de;Viviendas que disponen de acceso a Internet;2022;97,8
Madrid, Comunidad de;Viviendas que disponen de acceso a Internet;2021;97,5
Madrid, Comunidad de;Viviendas que disponen de acceso a Internet;2020;97,1
Madrid, Comunidad de;Viviendas que disponen de acceso a Internet;2019;94,5
Madrid, Comunidad de;Viviendas que disponen de acceso a Internet;2018;91,5
Madrid, Comunidad de;Viviendas que disponen de acceso a Internet;2017;88,9
Madrid, Comunidad de;Viviendas que disponen de acceso a Internet;2016;88,3
Madrid, Comunidad de;Viviendas que disponen de acceso a Internet;2015;86,4
Madrid, Comunidad de;Viviendas que disponen de acceso a Internet;2014;83,1
Madrid, Comunidad de;Viviendas que disponen de acceso a Internet;2013;79,8
Madrid, Comunidad de;Viviendas que disponen de acceso a Internet;2012;77,3
Madrid, Comunidad de;Viviendas que disponen de acceso a Internet;2011;71,4
Madrid, Comunidad de;Viviendas que disponen de acceso a Internet;2010;66
Madrid, Comunidad de;Viviendas que disponen de acceso a Internet;2009;63,5
Madrid, Comunidad de;Viviendas que disponen de acceso a Internet;2008;61,2
Madrid, Comunidad de;Viviendas que disponen de acceso a Internet;2007;55,8
Madrid, Comunidad de;Viviendas que disponen de acceso a Internet;2006;49,4
Madrid, Comunidad de;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2024;98
Madrid, Comunidad de;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2023;97,6
Madrid, Comunidad de;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2022;97,8
Madrid, Comunidad de;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2021;97,5
Madrid, Comunidad de;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2020;97,1
Madrid, Comunidad de;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2019;94,5
Madrid, Comunidad de;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2018;91,4
Madrid, Comunidad de;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2017;88,5
Madrid, Comunidad de;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2016;87,5
Madrid, Comunidad de;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2015;85,7
Madrid, Comunidad de;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2014;82,9
Madrid, Comunidad de;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2013;78,4
Madrid, Comunidad de;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2012;76,6
Madrid, Comunidad de;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2011;70,5
Madrid, Comunidad de;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2010;65,1
Madrid, Comunidad de;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2009;61,7
Madrid, Comunidad de;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2008;56,7
Madrid, Comunidad de;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2007;51,1
Madrid, Comunidad de;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2006;38,8
Madrid, Comunidad de;Viviendas con teléfono fijo;2024;66,1
Madrid, Comunidad de;Viviendas con teléfono fijo;2023;70,4
Madrid, Comunidad de;Viviendas con teléfono fijo;2022;76,6
Madrid, Comunidad de;Viviendas con teléfono fijo;2021;81,4
Madrid, Comunidad de;Viviendas con teléfono fijo;2020;82,3
Madrid, Comunidad de;Viviendas con teléfono fijo;2019;87,4
Madrid, Comunidad de;Viviendas con teléfono fijo;2018;87
Madrid, Comunidad de;Viviendas con teléfono fijo;2017;88,1
Madrid, Comunidad de;Viviendas con teléfono fijo;2016;88,1
Madrid, Comunidad de;Viviendas con teléfono fijo;2015;89,1
Madrid, Comunidad de;Viviendas con teléfono fijo;2014;90,1
Madrid, Comunidad de;Viviendas con teléfono fijo;2013;90,7
Madrid, Comunidad de;Viviendas con teléfono fijo;2012;91,1
Madrid, Comunidad de;Viviendas con teléfono fijo;2011;91
Madrid, Comunidad de;Viviendas con teléfono fijo;2010;88,9
Madrid, Comunidad de;Viviendas con teléfono fijo;2009;88,3
Madrid, Comunidad de;Viviendas con teléfono fijo;2008;88,1
Madrid, Comunidad de;Viviendas con teléfono fijo;2007;88,7
Madrid, Comunidad de;Viviendas con teléfono fijo;2006;90,1
Madrid, Comunidad de;Viviendas con teléfono móvil;2024;99,5
Madrid, Comunidad de;Viviendas con teléfono móvil;2023;99,7
Madrid, Comunidad de;Viviendas con teléfono móvil;2022;99,4
Madrid, Comunidad de;Viviendas con teléfono móvil;2021;99,7
Madrid, Comunidad de;Viviendas con teléfono móvil;2020;99,6
Madrid, Comunidad de;Viviendas con teléfono móvil;2019;99,1
Madrid, Comunidad de;Viviendas con teléfono móvil;2018;98,5
Madrid, Comunidad de;Viviendas con teléfono móvil;2017;98,8
Madrid, Comunidad de;Viviendas con teléfono móvil;2016;98,6
Madrid, Comunidad de;Viviendas con teléfono móvil;2015;98,1
Madrid, Comunidad de;Viviendas con teléfono móvil;2014;98,2
Madrid, Comunidad de;Viviendas con teléfono móvil;2013;97,4
Madrid, Comunidad de;Viviendas con teléfono móvil;2012;96,7
Madrid, Comunidad de;Viviendas con teléfono móvil;2011;96,2
Madrid, Comunidad de;Viviendas con teléfono móvil;2010;96,6
Madrid, Comunidad de;Viviendas con teléfono móvil;2009;95,9
Madrid, Comunidad de;Viviendas con teléfono móvil;2008;94,8
Madrid, Comunidad de;Viviendas con teléfono móvil;2007;94,2
Madrid, Comunidad de;Viviendas con teléfono móvil;2006;91,9
Murcia, Región de;Viviendas con algún tipo de ordenador;2024;79
Murcia, Región de;Viviendas con algún tipo de ordenador;2023;79,4
Murcia, Región de;Viviendas con algún tipo de ordenador;2022;82,4
Murcia, Región de;Viviendas con algún tipo de ordenador;2021;84,9
Murcia, Región de;Viviendas con algún tipo de ordenador;2020;79,5
Murcia, Región de;Viviendas con algún tipo de ordenador;2019;78,1
Murcia, Región de;Viviendas con algún tipo de ordenador;2018;77,1
Murcia, Región de;Viviendas con algún tipo de ordenador;2017;77,6
Murcia, Región de;Viviendas con algún tipo de ordenador;2016;74,5
Murcia, Región de;Viviendas con algún tipo de ordenador;2015;72,8
Murcia, Región de;Viviendas con algún tipo de ordenador;2014;72,7
Murcia, Región de;Viviendas con algún tipo de ordenador;2013;70,4
Murcia, Región de;Viviendas con algún tipo de ordenador;2012;70,9
Murcia, Región de;Viviendas con algún tipo de ordenador;2011;68,7
Murcia, Región de;Viviendas con algún tipo de ordenador;2010;66,4
Murcia, Región de;Viviendas con algún tipo de ordenador;2009;62,1
Murcia, Región de;Viviendas con algún tipo de ordenador;2008;55,9
Murcia, Región de;Viviendas con algún tipo de ordenador;2007;55,8
Murcia, Región de;Viviendas con algún tipo de ordenador;2006;55,8
Murcia, Región de;Viviendas que disponen de acceso a Internet;2024;97,2
Murcia, Región de;Viviendas que disponen de acceso a Internet;2023;97
Murcia, Región de;Viviendas que disponen de acceso a Internet;2022;96,9
Murcia, Región de;Viviendas que disponen de acceso a Internet;2021;96,9
Murcia, Región de;Viviendas que disponen de acceso a Internet;2020;94,4
Murcia, Región de;Viviendas que disponen de acceso a Internet;2019;91,3
Murcia, Región de;Viviendas que disponen de acceso a Internet;2018;87,4
Murcia, Región de;Viviendas que disponen de acceso a Internet;2017;86
Murcia, Región de;Viviendas que disponen de acceso a Internet;2016;81,4
Murcia, Región de;Viviendas que disponen de acceso a Internet;2015;78,9
Murcia, Región de;Viviendas que disponen de acceso a Internet;2014;72,8
Murcia, Región de;Viviendas que disponen de acceso a Internet;2013;66,3
Murcia, Región de;Viviendas que disponen de acceso a Internet;2012;62,9
Murcia, Región de;Viviendas que disponen de acceso a Internet;2011;58,8
Murcia, Región de;Viviendas que disponen de acceso a Internet;2010;52,6
Murcia, Región de;Viviendas que disponen de acceso a Internet;2009;46,3
Murcia, Región de;Viviendas que disponen de acceso a Internet;2008;41,3
Murcia, Región de;Viviendas que disponen de acceso a Internet;2007;35,4
Murcia, Región de;Viviendas que disponen de acceso a Internet;2006;33,3
Murcia, Región de;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2024;97,2
Murcia, Región de;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2023;97
Murcia, Región de;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2022;96,9
Murcia, Región de;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2021;96,9
Murcia, Región de;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2020;94,4
Murcia, Región de;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2019;91
Murcia, Región de;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2018;87,4
Murcia, Región de;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2017;84,7
Murcia, Región de;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2016;81
Murcia, Región de;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2015;77,7
Murcia, Región de;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2014;72
Murcia, Región de;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2013;66,1
Murcia, Región de;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2012;62,2
Murcia, Región de;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2011;57,9
Murcia, Región de;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2010;50,5
Murcia, Región de;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2009;43,8
Murcia, Región de;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2008;35
Murcia, Región de;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2007;30,9
Murcia, Región de;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2006;25,3
Murcia, Región de;Viviendas con teléfono fijo;2024;33,4
Murcia, Región de;Viviendas con teléfono fijo;2023;39,3
Murcia, Región de;Viviendas con teléfono fijo;2022;44,6
Murcia, Región de;Viviendas con teléfono fijo;2021;47,8
Murcia, Región de;Viviendas con teléfono fijo;2020;53
Murcia, Región de;Viviendas con teléfono fijo;2019;52,5
Murcia, Región de;Viviendas con teléfono fijo;2018;54,1
Murcia, Región de;Viviendas con teléfono fijo;2017;58,7
Murcia, Región de;Viviendas con teléfono fijo;2016;56,7
Murcia, Región de;Viviendas con teléfono fijo;2015;56,6
Murcia, Región de;Viviendas con teléfono fijo;2014;58,5
Murcia, Región de;Viviendas con teléfono fijo;2013;56,9
Murcia, Región de;Viviendas con teléfono fijo;2012;63,7
Murcia, Región de;Viviendas con teléfono fijo;2011;66,1
Murcia, Región de;Viviendas con teléfono fijo;2010;65,2
Murcia, Región de;Viviendas con teléfono fijo;2009;66,4
Murcia, Región de;Viviendas con teléfono fijo;2008;69,8
Murcia, Región de;Viviendas con teléfono fijo;2007;71,3
Murcia, Región de;Viviendas con teléfono fijo;2006;76,2
Murcia, Región de;Viviendas con teléfono móvil;2024;99,3
Murcia, Región de;Viviendas con teléfono móvil;2023;99,7
Murcia, Región de;Viviendas con teléfono móvil;2022;99,8
Murcia, Región de;Viviendas con teléfono móvil;2021;99,4
Murcia, Región de;Viviendas con teléfono móvil;2020;98,3
Murcia, Región de;Viviendas con teléfono móvil;2019;98,9
Murcia, Región de;Viviendas con teléfono móvil;2018;98,4
Murcia, Región de;Viviendas con teléfono móvil;2017;98,3
Murcia, Región de;Viviendas con teléfono móvil;2016;97,1
Murcia, Región de;Viviendas con teléfono móvil;2015;97,8
Murcia, Región de;Viviendas con teléfono móvil;2014;96,9
Murcia, Región de;Viviendas con teléfono móvil;2013;96,5
Murcia, Región de;Viviendas con teléfono móvil;2012;96,6
Murcia, Región de;Viviendas con teléfono móvil;2011;96,6
Murcia, Región de;Viviendas con teléfono móvil;2010;95,5
Murcia, Región de;Viviendas con teléfono móvil;2009;93,5
Murcia, Región de;Viviendas con teléfono móvil;2008;91,8
Murcia, Región de;Viviendas con teléfono móvil;2007;91
Murcia, Región de;Viviendas con teléfono móvil;2006;89,6
Navarra, Comunidad Foral de;Viviendas con algún tipo de ordenador;2024;87,7
Navarra, Comunidad Foral de;Viviendas con algún tipo de ordenador;2023;86,8
Navarra, Comunidad Foral de;Viviendas con algún tipo de ordenador;2022;86,3
Navarra, Comunidad Foral de;Viviendas con algún tipo de ordenador;2021;87,3
Navarra, Comunidad Foral de;Viviendas con algún tipo de ordenador;2020;86,3
Navarra, Comunidad Foral de;Viviendas con algún tipo de ordenador;2019;87,5
Navarra, Comunidad Foral de;Viviendas con algún tipo de ordenador;2018;84,1
Navarra, Comunidad Foral de;Viviendas con algún tipo de ordenador;2017;82,6
Navarra, Comunidad Foral de;Viviendas con algún tipo de ordenador;2016;80,1
Navarra, Comunidad Foral de;Viviendas con algún tipo de ordenador;2015;78,2
Navarra, Comunidad Foral de;Viviendas con algún tipo de ordenador;2014;75,6
Navarra, Comunidad Foral de;Viviendas con algún tipo de ordenador;2013;72,4
Navarra, Comunidad Foral de;Viviendas con algún tipo de ordenador;2012;74,5
Navarra, Comunidad Foral de;Viviendas con algún tipo de ordenador;2011;72,7
Navarra, Comunidad Foral de;Viviendas con algún tipo de ordenador;2010;71,2
Navarra, Comunidad Foral de;Viviendas con algún tipo de ordenador;2009;69,6
Navarra, Comunidad Foral de;Viviendas con algún tipo de ordenador;2008;66
Navarra, Comunidad Foral de;Viviendas con algún tipo de ordenador;2007;62,5
Navarra, Comunidad Foral de;Viviendas con algún tipo de ordenador;2006;56,5
Navarra, Comunidad Foral de;Viviendas que disponen de acceso a Internet;2024;97
Navarra, Comunidad Foral de;Viviendas que disponen de acceso a Internet;2023;96,2
Navarra, Comunidad Foral de;Viviendas que disponen de acceso a Internet;2022;96,4
Navarra, Comunidad Foral de;Viviendas que disponen de acceso a Internet;2021;96,2
Navarra, Comunidad Foral de;Viviendas que disponen de acceso a Internet;2020;96,5
Navarra, Comunidad Foral de;Viviendas que disponen de acceso a Internet;2019;95
Navarra, Comunidad Foral de;Viviendas que disponen de acceso a Internet;2018;87,2
Navarra, Comunidad Foral de;Viviendas que disponen de acceso a Internet;2017;88,3
Navarra, Comunidad Foral de;Viviendas que disponen de acceso a Internet;2016;82,5
Navarra, Comunidad Foral de;Viviendas que disponen de acceso a Internet;2015;80,8
Navarra, Comunidad Foral de;Viviendas que disponen de acceso a Internet;2014;76
Navarra, Comunidad Foral de;Viviendas que disponen de acceso a Internet;2013;71,5
Navarra, Comunidad Foral de;Viviendas que disponen de acceso a Internet;2012;68,2
Navarra, Comunidad Foral de;Viviendas que disponen de acceso a Internet;2011;65,7
Navarra, Comunidad Foral de;Viviendas que disponen de acceso a Internet;2010;61,1
Navarra, Comunidad Foral de;Viviendas que disponen de acceso a Internet;2009;56,5
Navarra, Comunidad Foral de;Viviendas que disponen de acceso a Internet;2008;55,5
Navarra, Comunidad Foral de;Viviendas que disponen de acceso a Internet;2007;48,4
Navarra, Comunidad Foral de;Viviendas que disponen de acceso a Internet;2006;40,8
Navarra, Comunidad Foral de;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2024;97
Navarra, Comunidad Foral de;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2023;96,2
Navarra, Comunidad Foral de;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2022;96,4
Navarra, Comunidad Foral de;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2021;96,2
Navarra, Comunidad Foral de;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2020;96,5
Navarra, Comunidad Foral de;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2019;94,5
Navarra, Comunidad Foral de;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2018;86,6
Navarra, Comunidad Foral de;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2017;87,7
Navarra, Comunidad Foral de;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2016;81,6
Navarra, Comunidad Foral de;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2015;79,6
Navarra, Comunidad Foral de;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2014;76
Navarra, Comunidad Foral de;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2013;70,6
Navarra, Comunidad Foral de;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2012;67,7
Navarra, Comunidad Foral de;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2011;62,1
Navarra, Comunidad Foral de;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2010;58,2
Navarra, Comunidad Foral de;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2009;51,4
Navarra, Comunidad Foral de;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2008;43,8
Navarra, Comunidad Foral de;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2007;39,6
Navarra, Comunidad Foral de;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2006;25,5
Navarra, Comunidad Foral de;Viviendas con teléfono fijo;2024;57,3
Navarra, Comunidad Foral de;Viviendas con teléfono fijo;2023;64,7
Navarra, Comunidad Foral de;Viviendas con teléfono fijo;2022;67,3
Navarra, Comunidad Foral de;Viviendas con teléfono fijo;2021;69,2
Navarra, Comunidad Foral de;Viviendas con teléfono fijo;2020;75
Navarra, Comunidad Foral de;Viviendas con teléfono fijo;2019;81,6
Navarra, Comunidad Foral de;Viviendas con teléfono fijo;2018;84,1
Navarra, Comunidad Foral de;Viviendas con teléfono fijo;2017;82,6
Navarra, Comunidad Foral de;Viviendas con teléfono fijo;2016;85,3
Navarra, Comunidad Foral de;Viviendas con teléfono fijo;2015;83
Navarra, Comunidad Foral de;Viviendas con teléfono fijo;2014;85,4
Navarra, Comunidad Foral de;Viviendas con teléfono fijo;2013;86,2
Navarra, Comunidad Foral de;Viviendas con teléfono fijo;2012;84
Navarra, Comunidad Foral de;Viviendas con teléfono fijo;2011;83,3
Navarra, Comunidad Foral de;Viviendas con teléfono fijo;2010;84,1
Navarra, Comunidad Foral de;Viviendas con teléfono fijo;2009;86,5
Navarra, Comunidad Foral de;Viviendas con teléfono fijo;2008;87,8
Navarra, Comunidad Foral de;Viviendas con teléfono fijo;2007;89,8
Navarra, Comunidad Foral de;Viviendas con teléfono fijo;2006;91,1
Navarra, Comunidad Foral de;Viviendas con teléfono móvil;2024;99,7
Navarra, Comunidad Foral de;Viviendas con teléfono móvil;2023;99,5
Navarra, Comunidad Foral de;Viviendas con teléfono móvil;2022;99,1
Navarra, Comunidad Foral de;Viviendas con teléfono móvil;2021;99,6
Navarra, Comunidad Foral de;Viviendas con teléfono móvil;2020;99,3
Navarra, Comunidad Foral de;Viviendas con teléfono móvil;2019;99,6
Navarra, Comunidad Foral de;Viviendas con teléfono móvil;2018;99,3
Navarra, Comunidad Foral de;Viviendas con teléfono móvil;2017;97,8
Navarra, Comunidad Foral de;Viviendas con teléfono móvil;2016;96,5
Navarra, Comunidad Foral de;Viviendas con teléfono móvil;2015;96,8
Navarra, Comunidad Foral de;Viviendas con teléfono móvil;2014;95,9
Navarra, Comunidad Foral de;Viviendas con teléfono móvil;2013;95,9
Navarra, Comunidad Foral de;Viviendas con teléfono móvil;2012;95,3
Navarra, Comunidad Foral de;Viviendas con teléfono móvil;2011;96,4
Navarra, Comunidad Foral de;Viviendas con teléfono móvil;2010;95,9
Navarra, Comunidad Foral de;Viviendas con teléfono móvil;2009;94,6
Navarra, Comunidad Foral de;Viviendas con teléfono móvil;2008;92,7
Navarra, Comunidad Foral de;Viviendas con teléfono móvil;2007;89,7
Navarra, Comunidad Foral de;Viviendas con teléfono móvil;2006;86,4
País Vasco;Viviendas con algún tipo de ordenador;2024;84,2
País Vasco;Viviendas con algún tipo de ordenador;2023;84
País Vasco;Viviendas con algún tipo de ordenador;2022;83,9
País Vasco;Viviendas con algún tipo de ordenador;2021;85,5
País Vasco;Viviendas con algún tipo de ordenador;2020;84,6
País Vasco;Viviendas con algún tipo de ordenador;2019;83,2
País Vasco;Viviendas con algún tipo de ordenador;2018;84,3
País Vasco;Viviendas con algún tipo de ordenador;2017;81,7
País Vasco;Viviendas con algún tipo de ordenador;2016;80,5
País Vasco;Viviendas con algún tipo de ordenador;2015;79,7
País Vasco;Viviendas con algún tipo de ordenador;2014;77,8
País Vasco;Viviendas con algún tipo de ordenador;2013;74,6
País Vasco;Viviendas con algún tipo de ordenador;2012;74,8
País Vasco;Viviendas con algún tipo de ordenador;2011;74
País Vasco;Viviendas con algún tipo de ordenador;2010;71,4
País Vasco;Viviendas con algún tipo de ordenador;2009;68,1
País Vasco;Viviendas con algún tipo de ordenador;2008;66,2
País Vasco;Viviendas con algún tipo de ordenador;2007;63,3
País Vasco;Viviendas con algún tipo de ordenador;2006;60,2
País Vasco;Viviendas que disponen de acceso a Internet;2024;96,2
País Vasco;Viviendas que disponen de acceso a Internet;2023;96,6
País Vasco;Viviendas que disponen de acceso a Internet;2022;96,3
País Vasco;Viviendas que disponen de acceso a Internet;2021;95,5
País Vasco;Viviendas que disponen de acceso a Internet;2020;95,5
País Vasco;Viviendas que disponen de acceso a Internet;2019;91,5
País Vasco;Viviendas que disponen de acceso a Internet;2018;89,1
País Vasco;Viviendas que disponen de acceso a Internet;2017;86,8
País Vasco;Viviendas que disponen de acceso a Internet;2016;82,6
País Vasco;Viviendas que disponen de acceso a Internet;2015;82,8
País Vasco;Viviendas que disponen de acceso a Internet;2014;77,8
País Vasco;Viviendas que disponen de acceso a Internet;2013;73,4
País Vasco;Viviendas que disponen de acceso a Internet;2012;70,7
País Vasco;Viviendas que disponen de acceso a Internet;2011;66,8
País Vasco;Viviendas que disponen de acceso a Internet;2010;63,9
País Vasco;Viviendas que disponen de acceso a Internet;2009;59,6
País Vasco;Viviendas que disponen de acceso a Internet;2008;56,9
País Vasco;Viviendas que disponen de acceso a Internet;2007;49,8
País Vasco;Viviendas que disponen de acceso a Internet;2006;45,2
País Vasco;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2024;96,2
País Vasco;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2023;96,6
País Vasco;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2022;96,3
País Vasco;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2021;95,5
País Vasco;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2020;95,5
País Vasco;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2019;91,4
País Vasco;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2018;89
País Vasco;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2017;86,3
País Vasco;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2016;82,2
País Vasco;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2015;82,8
País Vasco;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2014;76,6
País Vasco;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2013;72,6
País Vasco;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2012;70,4
País Vasco;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2011;64,1
País Vasco;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2010;62,5
País Vasco;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2009;55
País Vasco;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2008;43,6
País Vasco;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2007;39,8
País Vasco;Viviendas con conexión de Banda Ancha  (ADSL, Red de cable, etc.);2006;29,1
País Vasco;Viviendas con teléfono fijo;2024;62,1
País Vasco;Viviendas con teléfono fijo;2023;66,7
País Vasco;Viviendas con teléfono fijo;2022;71,7
País Vasco;Viviendas con teléfono fijo;2021;77,1
País Vasco;Viviendas con teléfono fijo;2020;79,8
País Vasco;Viviendas con teléfono fijo;2019;82,7
País Vasco;Viviendas con teléfono fijo;2018;83,3
País Vasco;Viviendas con teléfono fijo;2017;82,9
País Vasco;Viviendas con teléfono fijo;2016;84,2
País Vasco;Viviendas con teléfono fijo;2015;85,8
País Vasco;Viviendas con teléfono fijo;2014;84,6
País Vasco;Viviendas con teléfono fijo;2013;86,1
País Vasco;Viviendas con teléfono fijo;2012;87,5
País Vasco;Viviendas con teléfono fijo;2011;87,5
País Vasco;Viviendas con teléfono fijo;2010;89,5
País Vasco;Viviendas con teléfono fijo;2009;90
País Vasco;Viviendas con teléfono fijo;2008;92,5
País Vasco;Viviendas con teléfono fijo;2007;90,9
País Vasco;Viviendas con teléfono fijo;2006;91,5
País Vasco;Viviendas con teléfono móvil;2024;99,6
País Vasco;Viviendas con teléfono móvil;2023;99,4
País Vasco;Viviendas con teléfono móvil;2022;99,6
País Vasco;Viviendas con teléfono móvil;2021;99,9
País Vasco;Viviendas con teléfono móvil;2020;99,7
País Vasco;Viviendas con teléfono móvil;2019;98,9
País Vasco;Viviendas con teléfono móvil;2018;98,6
País Vasco;Viviendas con teléfono móvil;2017;98,4
País Vasco;Viviendas con teléfono móvil;2016;98,8
País Vasco;Viviendas con teléfono móvil;2015;98,8
País Vasco;Viviendas con teléfono móvil;2014;98,6
País Vasco;Viviendas con teléfono móvil;2013;97,1
País Vasco;Viviendas con teléfono móvil;2012;95,6
País Vasco;Viviendas con teléfono móvil;2011;96,2
País Vasco;Viviendas con teléfono móvil;2010;95,1
País Vasco;Viviendas con teléfono móvil;2009;94,6
País Vasco;Viviendas con teléfono móvil;2008;91,8
País Vasco;Viviendas con teléfono móvil;2007;91,5
País Vasco;Viviendas con teléfono móvil;2006;91,2
Rioja, La;Viviendas con algún tipo de ordenador;2024;83,6
Rioja, La;Viviendas con algún tipo de ordenador;2023;83,9
Rioja, La;Viviendas con algún tipo de ordenador;2022;78,4
Rioja, La;Viviendas con algún tipo de ordenador;2021;80,6
Rioja, La;Viviendas con algún tipo de ordenador;2020;77,7
Rioja, La;Viviendas con algún tipo de ordenador;2019;78,4
Rioja, La;Viviendas con algún tipo de ordenador;2018;76,3
Rioja, La;Viviendas con algún tipo de ordenador;2017;74,4
Rioja, La;Viviendas con algún tipo de ordenador;2016;74,4
Rioja, La;Viviendas con algún tipo de ordenador;2015;73,5
Rioja, La;Viviendas con algún tipo de ordenador;2014;72
Rioja, La;Viviendas con algún tipo de ordenador;2013;71,8
Rioja, La;Viviendas con algún tipo de ordenador;2012;69,5
Rioja, La;Viviendas con algún tipo de ordenador;2011;67,3
Rioja, La;Viviendas con algún tipo de ordenador;2010;62,6
Rioja, La;Viviendas con algún tipo de ordenador;2009;60
Rioja, La;Viviendas con algún tipo de ordenador;2008;61,3
Rioja, La;Viviendas con algún tipo de ordenador;2007;54
Rioja, La;Viviendas con algún tipo de ordenador;2006;51,1
Rioja, La;Viviendas que disponen de acceso a Internet;2024;96,1
Rioja, La;Viviendas que disponen de acceso a Internet;2023;96,1
Rioja, La;Viviendas que disponen de acceso a Internet;2022;94,3
