employee_turnover,business_travel_frequency,distance_from_home_km,education_level,environmental_satisfaction_level,gender,job_involvement_level,job_level,job_satisfaction_level,marital_status,num_companies_worked,overtime_hours,percent_salary_hike,standard_work_hours,stock_option_level,training_sessions_last_year,years_at_company,years_with_current_manager,birth_year,remote_work,total_years_worked,annual_salary,work_life_balance
no,travel_rarely,4.0,4,1.0,female,2,1,2,unknown,8,no,11,part_time,0,5,5,2,1990,yes,8.0,28111.13,3.0
no,travel_rarely,14.0,3,3.0,female,3,2,3,married,3,none,17,part_time,1,4,5,2,1976,yes,10.0,53914.11,2.0
yes,unknown,9.0,4,4.0,male,3,1,1,single,3,none,14,part_time,0,3,5,0,1983,no,15.0,28111.13,1.0
no,travel_rarely,7.0,3,3.0,male,3,1,4,married,4,no,20,part_time,1,3,5,3,1978,yes,10.0,28111.13,3.0
no,travel_rarely,9.0,2,1.0,male,3,2,1,unknown,0,none,12,part_time,0,5,8,1,1983,yes,10.0,53914.11,4.0
no,unknown,2.0,1,1.0,male,3,2,4,unknown,1,none,19,full_time,1,0,6,3,1994,yes,6.0,88530.0,4.0
no,unknown,14.0,2,4.0,female,3,2,1,married,1,no,15,part_time,1,2,5,2,1983,yes,5.0,53914.11,3.0
no,unknown,27.0,3,4.0,male,4,1,2,divorced,5,none,12,full_time,1,0,6,2,1980,no,10.0,48760.0,3.0
no,unknown,7.0,3,2.0,male,2,1,2,unknown,1,no,12,part_time,1,3,6,1,1993,yes,6.0,21410.0,2.0
no,unknown,2.0,2,4.0,female,2,3,3,unknown,3,none,19,none,1,6,5,2,1985,yes,10.0,53914.11,4.0
no,travel_rarely,10.0,3,2.0,female,3,1,2,married,1,none,11,full_time,1,2,8,7,1986,no,8.0,39360.0,1.0
no,travel_rarely,12.0,3,4.0,male,3,2,2,unknown,4,no,21,part_time,0,3,5,0,1984,yes,10.0,53914.11,3.0
no,travel_rarely,7.0,2,3.0,male,4,2,1,divorced,6,no,20,full_time,1,3,5,4,1987,yes,13.0,68420.0,3.0
yes,travel_rarely,8.0,1,4.0,male,2,1,3,single,1,none,11,full_time,0,2,5,2,2000,yes,5.0,39890.0,3.0
no,unknown,2.0,4,1.0,male,2,1,4,unknown,0,yes,14,full_time,0,2,5,4,1988,yes,6.0,49300.0,4.0
no,travel_frequently,24.0,1,4.0,female,3,2,4,single,2,none,20,part_time,0,3,5,4,1992,yes,9.0,53914.11,2.0
no,travel_rarely,6.0,2,4.0,female,2,1,3,married,1,no,11,none,1,3,5,4,1985,yes,5.0,53914.11,3.0
no,unknown,23.0,4,2.0,male,1,1,3,married,0,none,16,part_time,1,2,5,3,1988,yes,6.0,27050.0,4.0
no,unknown,12.0,3,2.0,female,3,2,1,unknown,2,none,12,part_time,1,3,7,7,1983,yes,15.0,44480.0,3.0
no,travel_frequently,7.0,2,3.0,female,3,1,4,single,0,yes,14,part_time,0,3,5,2,1996,yes,6.0,23790.0,2.0
no,unknown,8.0,3,3.0,female,3,2,2,unknown,5,no,21,none,1,3,5,4,1982,yes,14.0,53914.11,3.0
no,travel_rarely,7.0,4,2.0,male,3,2,3,single,1,no,14,full_time,0,2,10,9,1990,no,10.0,54870.0,2.0
no,unknown,2.0,1,2.0,male,3,5,4,married,3,no,15,none,0,3,5,3,1974,no,28.0,53914.11,3.0
no,non_travel,9.0,4,1.0,male,4,1,2,unknown,1,no,22,part_time,0,3,5,2,1987,yes,5.0,28100.0,3.0
no,unknown,3.0,3,3.0,male,2,2,2,divorced,2,none,11,full_time,1,5,5,4,1982,no,14.0,89380.0,3.0
no,unknown,7.0,4,3.0,female,2,1,1,single,1,no,14,part_time,0,3,5,4,1994,yes,5.0,28111.13,1.0
no,non_travel,5.0,3,2.0,male,3,2,1,unknown,0,no,19,full_time,0,2,9,7,1992,yes,10.0,99360.0,3.0
yes,travel_rarely,9.0,4,3.0,male,2,1,1,single,7,no,23,part_time,0,4,5,3,1987,no,10.0,28111.13,3.0
no,travel_rarely,2.0,2,4.0,female,4,1,3,unknown,1,no,12,part_time,2,3,5,4,1980,no,6.0,28111.13,2.0
no,travel_frequently,7.0,3,3.0,female,4,2,1,married,2,no,19,part_time,2,3,5,3,1990,no,10.0,53914.11,3.0
no,unknown,1.0,5,2.0,female,3,2,1,unknown,5,none,21,full_time,1,2,4,3,1979,no,9.0,54540.0,2.0
no,unknown,29.0,5,4.0,female,3,2,4,single,1,no,11,part_time,0,2,10,9,1985,yes,10.0,53914.11,3.0
no,unknown,7.0,2,2.0,female,2,5,3,divorced,5,none,12,none,1,2,27,8,1973,no,10.0,53914.11,2.0
no,travel_frequently,1.0,1,1.0,female,2,2,3,single,7,no,11,full_time,0,2,4,3,1964,no,20.0,54730.0,2.0
no,travel_frequently,1.0,4,3.0,male,2,4,2,married,1,no,22,full_time,1,3,22,11,1983,no,22.0,135030.0,2.0
no,travel_rarely,2.0,4,1.0,female,3,3,3,unknown,9,no,12,full_time,1,5,4,3,1969,no,16.0,135490.0,1.0
no,unknown,7.0,3,1.0,female,3,5,2,unknown,3,yes,19,full_time,0,1,8,7,1973,yes,28.0,181720.0,2.0
no,non_travel,26.0,3,4.0,female,4,4,4,single,2,none,12,full_time,0,3,5,4,1969,yes,10.0,153407.07,3.0
no,unknown,18.0,1,2.0,male,3,1,3,married,0,no,12,part_time,1,2,5,2,1999,yes,10.0,27740.0,3.0
no,travel_rarely,3.0,3,3.0,male,3,3,4,unknown,2,no,12,part_time,0,3,5,3,1986,yes,10.0,100071.84,3.0
no,travel_rarely,2.0,1,2.0,male,2,1,4,single,0,no,13,part_time,0,3,5,2,1993,yes,6.0,28111.13,3.0
no,travel_frequently,7.0,4,3.0,female,3,1,3,unknown,6,no,18,part_time,1,3,4,2,1989,no,10.0,28111.13,3.0
no,travel_rarely,24.0,2,3.0,male,4,3,4,divorced,3,none,16,part_time,1,2,5,4,1966,yes,12.0,94390.0,1.0
no,travel_rarely,1.0,4,1.0,female,2,2,4,single,4,none,22,none,0,2,8,7,1985,no,12.0,53914.11,4.0
yes,travel_rarely,20.0,2,2.0,female,3,1,2,unknown,1,yes,22,part_time,0,5,4,2,1982,yes,4.0,28111.13,2.0
no,unknown,21.0,2,3.0,female,3,2,3,divorced,2,none,16,part_time,1,5,5,2,1981,no,11.0,52650.0,3.0
no,unknown,10.0,4,4.0,male,3,1,3,divorced,1,yes,17,full_time,1,4,5,0,1989,yes,10.0,38150.0,4.0
yes,unknown,26.0,4,3.0,female,2,2,1,unknown,5,none,15,part_time,0,5,6,1,1993,yes,9.0,53914.11,2.0
yes,travel_rarely,7.0,1,3.0,male,2,1,4,single,1,none,13,part_time,0,3,4,1,1994,yes,4.0,23890.0,3.0
no,unknown,4.0,2,3.0,female,3,1,2,married,2,no,11,part_time,1,5,4,2,1991,no,10.0,28111.13,3.0
no,unknown,5.0,2,2.0,male,4,2,1,unknown,1,no,12,none,2,2,6,5,1998,yes,6.0,53914.11,3.0
no,unknown,3.0,4,3.0,male,3,4,3,married,3,yes,16,full_time,3,5,5,3,1970,yes,21.0,175840.0,2.0
no,unknown,11.0,2,1.0,male,3,2,1,married,1,none,13,part_time,1,3,5,3,1997,yes,5.0,53914.11,3.0
no,unknown,8.0,2,4.0,female,3,1,4,unknown,1,no,21,none,0,3,5,2,1995,yes,10.0,53914.11,3.0
no,travel_rarely,16.0,2,2.0,male,4,2,1,single,0,none,19,none,0,2,8,7,1995,yes,9.0,53914.11,3.0
no,unknown,1.0,4,4.0,male,1,2,3,divorced,2,yes,13,part_time,1,2,5,2,1965,yes,10.0,53914.11,3.0
no,travel_rarely,5.0,3,3.0,female,3,1,2,single,1,none,12,part_time,0,2,4,2,1996,yes,4.0,28111.13,3.0
no,travel_frequently,20.0,4,4.0,female,3,2,3,unknown,3,none,12,none,0,4,4,3,1969,no,20.0,48690.0,2.0
no,travel_rarely,7.0,2,3.0,male,1,2,4,married,2,none,22,none,3,2,4,2,1983,yes,10.0,53914.11,2.0
no,non_travel,2.0,3,4.0,male,3,2,3,unknown,1,none,14,part_time,1,3,4,2,1994,yes,10.0,46490.0,2.0
no,travel_rarely,10.0,3,4.0,male,2,3,4,unknown,6,no,15,full_time,0,2,4,3,1973,no,20.0,104960.0,3.0
yes,travel_rarely,1.0,1,1.0,female,3,1,2,single,1,yes,16,part_time,0,4,5,4,1999,yes,6.0,28111.13,3.0
no,unknown,7.0,3,3.0,male,3,1,4,married,4,none,15,part_time,1,3,5,4,1993,no,9.0,28111.13,1.0
no,unknown,2.0,4,4.0,male,2,1,3,unknown,3,none,12,part_time,1,3,7,7,1989,yes,14.0,27680.0,3.0
yes,travel_rarely,10.0,1,1.0,male,1,1,4,divorced,7,no,13,full_time,3,2,4,3,1990,no,8.0,34080.0,3.0
no,non_travel,7.0,4,2.0,male,3,3,4,single,1,none,14,part_time,0,3,10,7,1987,yes,10.0,100071.84,2.0
no,non_travel,10.0,2,4.0,male,3,2,4,single,7,no,14,part_time,0,3,14,10,1982,yes,10.0,53914.11,3.0
no,travel_frequently,8.0,1,3.0,female,3,1,3,married,1,no,11,full_time,1,3,8,7,1984,yes,10.0,37550.0,3.0
no,travel_rarely,28.0,2,1.0,male,3,2,2,married,1,none,20,none,2,5,5,4,1997,yes,10.0,53914.11,4.0
yes,travel_frequently,7.0,3,1.0,female,3,1,3,unknown,1,none,16,part_time,1,4,6,2,1999,yes,6.0,28111.13,3.0
no,unknown,6.0,4,1.0,female,2,1,3,divorced,0,no,12,part_time,2,5,5,3,1996,yes,6.0,21870.0,2.0
yes,travel_rarely,2.0,1,3.0,male,3,1,1,divorced,0,no,11,part_time,1,3,4,2,1996,yes,5.0,28111.13,3.0
yes,unknown,8.0,2,2.0,male,3,2,3,married,3,none,14,part_time,1,4,4,3,1973,no,18.0,53914.11,3.0
no,travel_rarely,7.0,1,2.0,male,3,1,1,unknown,1,no,14,part_time,1,2,4,2,2000,yes,5.0,28111.13,4.0
no,travel_rarely,7.0,3,3.0,female,4,2,2,unknown,9,none,15,part_time,1,3,8,6,1984,no,10.0,53914.11,1.0
no,non_travel,19.0,4,4.0,male,3,1,4,unknown,0,no,18,full_time,1,3,4,2,1971,yes,10.0,42580.0,3.0
yes,unknown,8.0,3,4.0,male,2,2,1,single,6,no,17,part_time,0,2,4,2,1997,yes,10.0,53260.0,2.0
no,unknown,19.0,4,4.0,female,3,2,1,divorced,9,yes,11,none,2,4,5,4,1969,yes,10.0,53914.11,3.0
no,travel_rarely,10.0,1,4.0,female,3,1,1,divorced,0,yes,13,part_time,2,3,5,3,1986,no,10.0,27820.0,2.0
no,travel_rarely,2.0,3,3.0,male,3,4,3,unknown,5,none,16,full_time,0,3,4,3,1973,no,10.0,176390.0,3.0
no,unknown,1.0,2,4.0,female,2,2,4,married,9,none,13,full_time,1,4,4,2,1981,no,8.0,60620.0,3.0
no,travel_frequently,12.0,3,1.0,male,2,2,1,unknown,2,none,15,none,1,3,4,2,1985,no,10.0,62880.0,2.0
no,travel_rarely,2.0,1,1.0,male,4,1,1,single,7,no,13,full_time,0,3,4,1,1998,no,10.0,34240.0,2.0
no,unknown,8.0,2,3.0,female,4,2,3,married,5,none,12,part_time,1,3,5,3,1991,yes,9.0,53914.11,2.0
no,unknown,3.0,1,3.0,male,3,2,1,unknown,1,yes,18,part_time,0,3,5,3,1998,yes,5.0,41940.0,3.0
no,unknown,3.0,3,3.0,female,4,2,4,married,2,yes,13,none,1,1,5,3,1981,yes,17.0,53914.11,2.0
no,unknown,3.0,2,4.0,male,3,1,2,divorced,3,yes,11,part_time,1,4,4,3,1990,no,10.0,28111.13,4.0
no,travel_rarely,7.0,1,1.0,female,2,1,4,unknown,6,no,14,part_time,3,5,4,3,1994,no,8.0,25320.0,3.0
no,non_travel,10.0,3,3.0,female,3,2,4,unknown,1,yes,13,full_time,0,1,5,3,1985,yes,6.0,56660.0,3.0
no,travel_rarely,1.0,4,4.0,female,3,1,4,divorced,3,no,14,none,2,2,5,2,1978,no,8.0,53914.11,3.0
no,travel_frequently,1.0,1,3.0,female,3,2,1,unknown,1,no,12,part_time,1,1,4,3,1992,no,4.0,53914.11,3.0
no,unknown,8.0,1,2.0,male,1,1,1,unknown,1,none,15,none,1,3,4,1,2001,yes,4.0,28111.13,2.0
no,travel_rarely,2.0,3,3.0,female,2,4,4,unknown,3,none,13,full_time,0,4,5,3,1964,no,10.0,137260.0,3.0
no,unknown,11.0,2,4.0,female,3,4,4,married,3,no,13,none,1,4,9,1,1978,no,26.0,53914.11,4.0
no,travel_rarely,24.0,4,2.0,male,3,1,2,unknown,1,no,16,part_time,0,3,6,4,1978,yes,10.0,28111.13,3.0
no,travel_rarely,3.0,3,4.0,female,3,2,2,unknown,3,no,15,part_time,0,3,4,1,1986,yes,8.0,41070.0,2.0
no,unknown,7.0,1,1.0,female,2,1,3,unknown,1,no,13,part_time,2,5,5,3,1997,no,10.0,28111.13,3.0
no,unknown,1.0,2,1.0,male,2,1,1,married,1,no,16,part_time,2,2,5,3,1997,yes,6.0,28111.13,3.0
no,unknown,7.0,1,3.0,male,2,1,2,married,0,no,17,part_time,0,2,5,4,1995,yes,10.0,28111.13,1.0
no,unknown,24.0,3,4.0,male,3,1,2,single,8,no,22,full_time,0,2,4,2,1999,no,6.0,35970.0,3.0
no,travel_rarely,10.0,3,3.0,male,2,2,3,married,1,no,18,part_time,1,3,10,4,1993,no,10.0,53914.11,3.0
yes,unknown,9.0,3,1.0,female,1,2,3,single,8,no,13,part_time,0,2,4,3,1980,yes,7.0,53914.11,2.0
no,travel_rarely,29.0,4,3.0,male,3,2,1,divorced,8,none,19,part_time,3,3,4,3,1993,no,8.0,41150.0,3.0
no,travel_rarely,2.0,4,4.0,male,3,2,4,divorced,2,none,11,part_time,1,3,6,4,1977,yes,10.0,53914.11,2.0
no,non_travel,2.0,5,4.0,male,4,2,1,married,7,no,16,full_time,1,3,4,3,1981,yes,10.0,62720.0,4.0
no,unknown,10.0,4,3.0,male,3,2,4,single,0,no,14,part_time,0,4,4,1,1998,no,5.0,53914.11,3.0
no,unknown,4.0,2,1.0,male,3,1,3,divorced,1,none,11,part_time,3,2,5,3,1996,yes,10.0,25170.0,3.0
no,travel_rarely,8.0,4,4.0,male,3,5,2,single,6,no,14,full_time,0,4,7,7,1967,no,36.0,191324.62,3.0
no,travel_frequently,1.0,3,3.0,female,3,2,1,unknown,0,none,17,part_time,1,2,9,7,1982,yes,10.0,53914.11,3.0
no,unknown,26.0,3,3.0,male,2,2,1,married,1,none,11,part_time,1,0,5,4,1995,yes,5.0,53914.11,3.0
no,travel_frequently,28.0,2,4.0,female,4,4,3,married,2,none,11,full_time,1,3,5,2,1971,yes,10.0,153407.07,2.0
no,travel_rarely,2.0,1,1.0,male,2,1,4,single,0,no,12,full_time,0,2,4,1,1997,yes,5.0,39040.0,3.0
yes,travel_frequently,28.0,2,1.0,male,2,2,1,unknown,3,no,20,part_time,0,2,4,3,1974,yes,20.0,53914.11,3.0
no,travel_frequently,1.0,4,4.0,male,3,1,1,unknown,5,none,14,part_time,2,2,4,3,1989,yes,10.0,28111.13,3.0
no,unknown,7.0,5,4.0,male,3,2,4,unknown,4,none,12,full_time,1,3,4,3,1991,yes,7.0,92040.0,3.0
no,unknown,7.0,3,4.0,male,3,2,1,unknown,0,no,14,part_time,2,2,4,3,1990,no,5.0,43730.0,3.0
yes,unknown,13.0,3,1.0,female,3,2,2,single,5,no,11,none,0,4,5,0,1994,no,7.0,53914.11,1.0
no,unknown,7.0,3,3.0,male,3,1,3,unknown,0,none,21,part_time,1,3,5,3,1993,no,6.0,20640.0,4.0
no,unknown,7.0,1,3.0,male,3,2,3,single,0,no,14,part_time,0,2,4,2,2000,no,5.0,53914.11,3.0
no,unknown,25.0,3,4.0,male,2,2,2,unknown,1,no,13,part_time,0,2,5,2,1990,yes,5.0,53914.11,3.0
no,unknown,28.0,4,2.0,female,2,1,3,married,0,none,23,part_time,2,5,5,2,1988,yes,6.0,24300.0,3.0
no,travel_frequently,10.0,4,3.0,male,3,2,3,unknown,3,no,11,part_time,0,2,6,2,1985,yes,10.0,53914.11,3.0
no,unknown,27.0,3,2.0,female,1,2,1,divorced,0,none,21,part_time,1,5,5,0,1995,yes,6.0,48770.0,2.0
no,unknown,19.0,3,3.0,male,3,2,3,unknown,3,no,17,part_time,3,2,4,2,1986,no,10.0,53914.11,2.0
no,unknown,2.0,1,1.0,female,3,1,4,unknown,1,none,13,full_time,0,2,6,3,1999,no,6.0,37600.0,3.0
no,unknown,7.0,3,1.0,male,3,1,2,unknown,2,none,11,none,0,4,4,3,1987,yes,10.0,53914.11,3.0
no,travel_frequently,2.0,3,4.0,female,2,1,2,unknown,1,none,22,part_time,0,3,4,3,1985,no,4.0,28111.13,3.0
no,travel_rarely,24.0,4,2.0,male,4,3,4,married,3,no,15,none,0,2,4,2,1970,no,11.0,53914.11,3.0
no,travel_frequently,1.0,4,3.0,male,1,2,4,unknown,1,none,14,part_time,2,2,6,3,1986,yes,6.0,53914.11,2.0
no,unknown,7.0,3,3.0,male,4,1,3,married,1,no,16,part_time,1,1,5,4,1999,yes,5.0,28111.13,3.0
no,travel_rarely,9.0,4,4.0,female,3,1,3,unknown,9,no,17,full_time,1,2,5,2,1994,no,10.0,29740.0,3.0
no,travel_rarely,19.0,3,4.0,male,1,3,3,married,3,no,13,part_time,1,2,4,2,1991,no,10.0,100071.84,1.0
no,travel_rarely,12.0,3,2.0,male,3,1,2,divorced,8,no,22,part_time,3,6,5,4,1981,yes,7.0,27660.0,2.0
no,unknown,9.0,4,3.0,male,3,1,1,divorced,1,no,20,part_time,2,2,5,4,1982,yes,5.0,28111.13,3.0
yes,unknown,1.0,2,3.0,male,3,1,2,unknown,1,yes,12,part_time,3,2,5,3,1979,yes,10.0,28111.13,2.0
no,travel_rarely,1.0,3,3.0,male,3,1,4,married,1,no,11,part_time,1,6,5,3,1995,yes,5.0,28111.13,4.0
no,unknown,10.0,1,3.0,male,3,3,3,single,7,none,21,part_time,0,3,4,2,1984,yes,10.0,100071.84,3.0
no,unknown,2.0,2,3.0,female,3,1,1,married,4,none,17,full_time,1,5,4,2,1983,yes,7.0,33770.0,2.0
yes,travel_rarely,10.0,4,4.0,male,3,2,1,single,1,none,15,part_time,0,4,10,8,1986,yes,10.0,42130.0,3.0
no,unknown,1.0,3,3.0,female,3,2,4,unknown,4,none,17,full_time,1,3,5,3,1983,yes,12.0,65130.0,3.0
no,travel_rarely,10.0,3,3.0,male,3,2,4,unknown,1,no,13,none,0,4,5,2,1997,no,10.0,53914.11,3.0
no,unknown,10.0,4,3.0,male,3,1,3,married,3,no,22,part_time,2,1,6,3,1981,no,10.0,28111.13,2.0
no,travel_rarely,4.0,3,3.0,male,3,3,4,married,2,yes,13,part_time,3,3,5,0,1989,yes,9.0,100071.84,3.0
no,travel_rarely,7.0,4,4.0,male,3,2,1,unknown,5,none,22,part_time,1,2,5,4,1986,yes,16.0,42840.0,3.0
no,unknown,2.0,4,2.0,male,3,1,2,unknown,1,no,11,part_time,1,3,5,2,1996,no,6.0,22260.0,2.0
no,travel_rarely,18.0,4,2.0,male,3,2,1,unknown,0,none,16,full_time,1,2,5,4,1988,yes,10.0,55610.0,1.0
no,non_travel,16.0,3,3.0,male,3,1,3,single,1,no,14,none,0,3,5,4,1995,yes,5.0,53914.11,2.0
no,unknown,1.0,3,1.0,male,3,2,1,married,0,no,12,part_time,1,5,5,2,1994,no,6.0,53730.0,2.0
no,unknown,9.0,2,1.0,female,3,2,3,married,3,no,11,part_time,2,6,4,3,1969,no,9.0,28970.0,2.0
no,travel_rarely,7.0,2,3.0,male,2,2,3,single,1,no,12,none,0,2,4,2,1999,yes,4.0,53914.11,2.0
no,travel_frequently,6.0,4,1.0,male,2,2,3,married,2,no,11,none,1,1,8,7,1985,no,10.0,53914.11,3.0
no,unknown,18.0,4,4.0,male,3,2,1,unknown,6,none,17,full_time,1,3,4,2,1981,yes,9.0,54100.0,2.0
no,unknown,1.0,3,4.0,male,3,1,4,unknown,3,no,22,part_time,1,3,5,0,1982,yes,10.0,27820.0,3.0
no,travel_rarely,8.0,2,1.0,female,3,2,3,unknown,0,yes,22,part_time,1,3,5,4,1998,yes,6.0,53914.11,2.0
no,unknown,1.0,3,2.0,male,3,1,4,single,6,yes,12,part_time,0,2,4,2,1979,yes,6.0,28111.13,3.0
yes,unknown,1.0,4,2.0,male,3,2,3,unknown,7,no,12,part_time,2,3,6,1,1973,yes,12.0,53914.11,3.0
no,unknown,11.0,4,2.0,female,2,2,4,married,4,no,13,part_time,1,2,6,0,1987,no,8.0,53914.11,2.0
no,unknown,20.0,3,4.0,female,3,2,3,unknown,8,no,15,part_time,0,3,5,1,1978,yes,10.0,48500.0,3.0
no,unknown,2.0,4,3.0,female,3,1,3,married,2,none,14,none,3,2,5,2,1983,yes,20.0,53914.11,3.0
no,travel_rarely,1.0,4,3.0,female,1,1,4,married,1,no,12,part_time,1,5,4,1,1988,yes,4.0,28111.13,3.0
no,travel_rarely,13.0,2,4.0,male,2,2,2,unknown,4,none,13,part_time,1,2,4,3,1994,no,10.0,53914.11,3.0
no,unknown,8.0,3,2.0,male,4,2,3,unknown,2,no,12,none,0,3,4,2,1989,yes,10.0,53914.11,4.0
no,travel_rarely,2.0,1,1.0,male,3,1,2,married,9,no,12,part_time,1,3,2,2,1996,no,6.0,28111.13,3.0
no,unknown,26.0,1,1.0,male,3,1,3,divorced,1,none,17,part_time,1,1,5,3,1992,yes,5.0,28111.13,2.0
no,travel_rarely,7.0,2,2.0,male,3,1,4,divorced,0,none,11,none,1,2,2,2,1989,yes,3.0,53914.11,3.0
yes,travel_rarely,24.0,3,3.0,male,2,1,3,single,5,yes,14,part_time,0,4,4,3,1995,yes,6.0,28111.13,3.0
no,travel_rarely,5.0,2,1.0,male,4,1,2,divorced,0,yes,12,part_time,2,5,6,5,1991,yes,7.0,28111.13,2.0
no,unknown,2.0,3,4.0,male,3,1,4,single,5,yes,11,full_time,0,3,3,2,1985,yes,6.0,39440.0,3.0
no,unknown,11.0,2,1.0,female,4,2,3,unknown,0,no,18,part_time,1,5,4,3,1999,yes,5.0,53914.11,2.0
yes,unknown,6.0,1,2.0,male,3,1,1,single,2,no,11,full_time,0,2,4,3,1989,yes,10.0,29600.0,3.0
yes,travel_frequently,16.0,1,2.0,female,1,1,1,unknown,1,none,22,part_time,0,5,10,7,1991,no,10.0,28111.13,3.0
no,travel_rarely,2.0,4,2.0,female,3,5,1,single,3,none,12,full_time,0,2,2,1,1977,no,22.0,189470.0,2.0
no,unknown,10.0,4,4.0,male,3,2,4,married,2,none,13,full_time,0,5,4,3,1979,no,10.0,64650.0,4.0
yes,travel_rarely,3.0,2,1.0,male,2,1,3,married,1,none,14,part_time,0,2,3,2,1973,yes,3.0,26830.0,3.0
no,unknown,2.0,3,4.0,female,3,1,4,married,1,no,13,part_time,0,3,2,2,1988,yes,2.0,20140.0,3.0
yes,unknown,5.0,4,3.0,male,3,1,3,single,1,yes,13,none,0,3,2,2,1995,yes,2.0,34410.0,2.0
no,unknown,7.0,3,3.0,female,2,2,4,married,7,yes,19,part_time,1,2,2,0,1997,no,5.0,53914.11,2.0
no,travel_rarely,7.0,4,3.0,female,3,1,1,unknown,3,yes,15,part_time,1,3,2,2,1988,no,4.0,28111.13,3.0
no,unknown,7.0,3,2.0,male,3,1,1,married,4,no,13,none,1,2,3,2,1988,yes,5.0,53914.11,2.0
no,travel_rarely,7.0,4,1.0,male,3,3,3,unknown,4,none,13,full_time,0,3,5,2,1986,yes,10.0,136640.0,4.0
no,travel_rarely,7.0,2,3.0,male,3,2,2,divorced,8,yes,22,part_time,1,2,4,2,1977,yes,10.0,50210.0,3.0
no,travel_rarely,1.0,2,1.0,male,3,2,2,married,1,no,15,part_time,0,2,5,3,1989,yes,10.0,53914.11,3.0
no,travel_rarely,9.0,4,4.0,male,3,1,4,unknown,3,none,23,part_time,2,4,4,3,1972,yes,10.0,28111.13,3.0
no,travel_rarely,3.0,2,1.0,female,3,2,3,married,0,no,21,part_time,1,2,3,2,1999,yes,4.0,53914.11,2.0
no,unknown,23.0,3,2.0,male,3,2,2,married,4,none,12,part_time,1,3,3,2,1979,yes,10.0,53914.11,4.0
yes,travel_rarely,6.0,4,3.0,male,3,1,1,divorced,4,none,22,none,0,3,3,2,1986,yes,10.0,28111.13,3.0
no,non_travel,2.0,4,3.0,female,2,5,4,unknown,9,no,21,full_time,1,3,3,2,1964,no,10.0,188440.0,3.0
no,unknown,7.0,1,4.0,male,2,1,4,married,1,no,11,part_time,2,2,2,1,1998,yes,10.0,28111.13,3.0
no,unknown,7.0,3,2.0,female,4,1,3,single,4,none,12,none,0,2,3,2,1980,yes,10.0,53914.11,3.0
no,travel_frequently,12.0,3,3.0,female,3,3,4,single,4,no,11,part_time,0,3,2,1,1973,no,16.0,100071.84,3.0
yes,travel_rarely,20.0,3,2.0,female,1,2,3,unknown,3,yes,11,part_time,1,2,2,2,1992,yes,4.0,53914.11,3.0
no,unknown,6.0,2,2.0,male,3,2,2,divorced,6,no,20,part_time,2,0,3,1,1987,no,7.0,53914.11,3.0
yes,travel_frequently,7.0,4,1.0,male,1,3,4,unknown,2,none,15,full_time,0,2,4,3,1972,no,18.0,106500.0,3.0
no,unknown,28.0,3,1.0,male,2,2,3,unknown,2,none,18,part_time,0,3,2,2,1998,no,10.0,53914.11,3.0
no,travel_rarely,3.0,5,4.0,female,3,2,3,unknown,3,yes,20,none,0,2,3,2,1985,no,19.0,43170.0,3.0
no,travel_rarely,5.0,3,4.0,female,3,1,1,divorced,5,no,14,part_time,1,3,3,2,1993,yes,8.0,28111.13,3.0
no,unknown,7.0,1,3.0,male,3,1,4,married,1,no,24,none,2,6,2,2,2001,yes,2.0,53914.11,3.0
no,non_travel,9.0,3,4.0,male,3,1,2,unknown,6,none,18,part_time,1,1,2,2,1996,yes,10.0,20240.0,1.0
no,unknown,21.0,3,3.0,male,3,1,4,married,1,no,11,part_time,1,2,5,2,1995,yes,5.0,28111.13,1.0
no,unknown,17.0,3,3.0,male,3,1,2,unknown,0,none,16,full_time,1,3,5,1,1996,yes,6.0,30580.0,2.0
no,travel_rarely,8.0,3,3.0,female,3,1,1,divorced,4,none,18,part_time,1,3,2,2,1967,yes,10.0,28111.13,3.0
no,travel_rarely,9.0,2,3.0,female,3,1,4,single,1,none,12,part_time,0,3,2,1,1985,yes,10.0,28111.13,3.0
no,travel_rarely,12.0,1,3.0,female,3,1,4,unknown,8,none,23,full_time,1,0,4,2,1992,yes,7.0,39290.0,3.0
no,travel_rarely,27.0,2,4.0,female,3,1,2,unknown,2,no,15,none,0,3,3,2,1989,yes,9.0,53914.11,3.0
no,unknown,1.0,3,3.0,male,2,1,3,unknown,2,none,15,part_time,1,2,3,2,1973,no,10.0,28111.13,2.0
no,unknown,13.0,2,4.0,female,4,2,1,divorced,1,no,11,none,2,3,4,3,1970,no,5.0,53914.11,3.0
no,travel_frequently,7.0,3,2.0,female,3,2,2,single,5,none,11,part_time,0,5,6,2,1988,yes,10.0,44250.0,3.0
no,travel_frequently,1.0,1,3.0,male,2,2,1,married,5,none,19,part_time,1,1,2,0,1996,no,10.0,53914.11,3.0
no,unknown,7.0,2,3.0,male,3,2,4,married,8,none,15,part_time,1,2,7,7,1983,yes,10.0,53914.11,4.0
no,unknown,7.0,3,3.0,male,4,1,2,unknown,1,none,16,part_time,1,2,4,2,2001,no,4.0,23280.0,2.0
no,unknown,7.0,5,4.0,male,2,2,4,unknown,9,no,14,part_time,1,5,3,2,1983,yes,5.0,53914.11,1.0
no,unknown,1.0,4,4.0,male,3,3,1,unknown,7,no,16,none,1,3,4,3,1977,yes,17.0,53914.11,3.0
