age,employee_turnover,business_travel_frequency,daily_rate,distance_from_home_km,education_level,education_field,remove_column,employee_id,environmental_satisfaction_level,gender,hourly_rate,job_involvement_level,job_level,job_role,job_satisfaction_level,marital_status,monthly_income,monthly_rate,num_companies_worked,over_18,percent_salary_hike,relationship_satisfaction_level,stock_option_level,training_sessions_last_year,years_at_company,years_since_last_promotion,years_with_current_manager,birth_year,overtime_hours,performance_rating,standard_work_hours,total_years_worked,work_life_balance,same_as_monthly_income,annual_salary,remote_work
39,yes,travel_rarely,215.22,,3,technical_degree,1,1233,,male,,3,2,sales_representative,4,married,,4519.67,3,,14,3,1,6,1,0,0,1984,no,3,part_time,19,4,,20860.0,yes
24,yes,travel_rarely,290.04,1.0,3,nan,1,1234,2.0,male,36.25,3,1,research_scientist,4,nan,,6090.75,2,,16,1,1,2,2,2,0,1999,yes,3,part_time,6,,,28111.13,no
35,no,nan,201.29,4.0,2,other,1,1235,3.0,male,,3,1,laboratory_technician,4,divorced,,4227.17,1,,12,3,1,3,1,0,0,1988,none,3,part_time,1,3,,19510.0,yes
27,no,nan,290.04,2.0,4,life_sciences,1,1236,4.0,female,,3,1,laboratory_technician,1,divorced,2342.59,6090.75,1,,13,4,1,6,1,0,0,1996,none,3,part_time,,3,2342.59,28111.13,no
26,yes,nan,290.04,25.0,3,life_sciences,1,1237,1.0,male,,1,1,laboratory_technician,3,single,2342.59,6090.75,1,,12,3,0,2,1,0,1,1997,none,3,none,1,2,2342.59,,no
37,no,nan,311.79,,2,life_sciences,1,1238,2.0,male,,3,1,research_scientist,2,married,,6547.67,4,,21,1,0,1,1,0,0,1986,no,4,full_time,8,3,,30220.0,no
35,no,nan,290.04,,1,nan,1,1239,,male,,4,1,laboratory_technician,4,nan,2342.59,6090.75,1,,19,4,0,2,1,0,1,1988,no,,none,1,3,2342.59,,yes
48,yes,nan,1032.49,1.0,2,nan,1,1240,1.0,male,,2,3,laboratory_technician,3,nan,8339.32,21682.23,9,,13,4,0,2,1,0,0,1975,none,3,part_time,,3,8339.32,100071.84,no
35,no,non_travel,1032.49,11.0,2,medical,1,1241,3.0,male,,2,3,healthcare_representative,1,married,8339.32,21682.23,2,,13,3,1,3,4,2,3,1988,yes,3,part_time,10,3,8339.32,100071.84,yes
55,no,travel_rarely,1582.77,8.0,3,nan,1,1242,4.0,female,197.85,3,4,manager,3,divorced,12783.92,33238.2,2,,14,3,3,2,5,0,2,1968,yes,3,full_time,21,3,12783.92,153407.07,yes
45,no,nan,1003.27,7.0,3,life_sciences,1,1243,2.0,male,,3,3,research_scientist,1,nan,8103.33,21068.67,2,,17,3,1,2,1,0,0,1978,no,3,part_time,,3,8103.33,97240.0,yes
36,yes,nan,349.56,9.0,3,medical,1,1244,4.0,male,43.69,2,1,research_scientist,3,nan,2823.33,7340.67,0,,17,1,1,0,1,0,0,1987,none,3,full_time,,2,2823.33,33880.0,yes
36,no,travel_rarely,313.44,6.0,3,life_sciences,1,1245,2.0,female,,4,1,laboratory_technician,4,nan,2531.67,6582.33,3,,12,2,0,3,1,0,0,1987,no,3,none,,3,2531.67,,yes
45,no,travel_rarely,1032.49,6.0,4,other,1,1246,4.0,male,,3,3,research_director,1,nan,,21682.23,4,,14,2,0,3,0,0,0,1978,yes,3,part_time,,4,,100071.84,no
55,no,nan,1032.49,1.0,2,nan,1,1247,1.0,male,,3,3,sales_executive,4,married,8339.32,21682.23,3,,14,4,1,4,1,1,0,1968,none,3,none,,3,8339.32,,yes
23,no,nan,239.57,2.0,1,technical_degree,1,1248,3.0,male,,3,1,sales_representative,1,divorced,1935.0,5031.0,3,,13,3,1,3,0,0,0,2000,no,3,part_time,,3,1935.0,23220.0,no
32,no,travel_rarely,290.04,1.0,1,life_sciences,1,1249,4.0,male,,3,1,research_scientist,1,single,2342.59,6090.75,1,,13,4,0,2,1,0,0,1991,no,3,part_time,,3,2342.59,28111.13,yes
20,yes,nan,301.89,6.0,3,life_sciences,1,1250,4.0,female,,2,1,laboratory_technician,4,single,2438.33,6339.67,1,,18,2,0,5,1,1,0,2003,yes,,none,,3,2438.33,,no
37,no,nan,556.26,2.0,2,life_sciences,1,1251,3.0,male,69.53,2,2,healthcare_representative,4,divorced,4492.84,11681.39,5,,14,4,1,2,1,0,0,1986,no,3,part_time,17,4,4492.84,53914.11,no
22,no,nan,290.04,15.0,3,nan,1,1252,2.0,female,36.25,3,1,laboratory_technician,4,single,2342.59,6090.75,1,,15,3,0,5,0,0,0,2001,no,3,part_time,,3,2342.59,28111.13,no
34,no,nan,464.8,,4,life_sciences,1,1253,,female,58.1,2,2,research_scientist,2,nan,3754.17,9760.83,6,,15,3,1,3,1,0,0,1989,none,3,part_time,,3,3754.17,45050.0,yes
36,no,nan,292.5,3.0,2,life_sciences,1,1254,1.0,female,,3,1,laboratory_technician,4,divorced,,6142.5,5,,22,1,1,2,1,0,0,1987,none,4,full_time,,3,,28350.0,no
19,yes,travel_rarely,290.04,22.0,1,marketing,1,1255,4.0,male,,3,1,sales_representative,3,single,,6090.75,1,,19,4,0,2,0,0,0,2004,yes,3,part_time,0,2,,28111.13,yes
41,no,nan,290.04,9.0,4,life_sciences,1,1256,3.0,male,,3,1,laboratory_technician,1,nan,,6090.75,2,,21,4,1,2,5,1,4,1982,none,4,part_time,7,3,,28111.13,yes
19,no,nan,290.04,,1,nan,1,1257,2.0,female,,3,1,laboratory_technician,2,single,2342.59,6090.75,1,,14,4,0,3,1,0,0,2004,no,,part_time,1,3,2342.59,28111.13,no
51,no,nan,556.26,7.0,4,nan,1,1258,2.0,male,,2,2,manufacturing_director,3,married,4492.84,11681.39,2,,17,3,0,2,1,0,0,1972,no,3,none,10,3,4492.84,53914.11,yes
58,no,nan,290.04,9.0,3,nan,1,1259,2.0,female,,2,1,research_scientist,2,married,,6090.75,4,,20,2,1,3,1,0,0,1965,yes,4,part_time,9,2,,28111.13,no
19,yes,travel_frequently,290.04,1.0,1,nan,1,1260,3.0,female,,1,1,sales_representative,1,nan,2342.59,6090.75,0,,21,1,0,5,0,0,0,2004,no,4,part_time,1,,2342.59,28111.13,yes
19,yes,travel_rarely,290.04,2.0,3,life_sciences,1,1261,2.0,male,,2,1,laboratory_technician,4,single,2342.59,6090.75,1,,22,3,0,3,1,1,0,2004,none,4,part_time,1,2,2342.59,28111.13,yes
35,yes,travel_rarely,556.26,23.0,2,nan,1,1262,2.0,male,,2,2,manufacturing_director,3,nan,4492.84,11681.39,3,,13,1,0,1,1,0,1,1988,yes,3,part_time,8,3,4492.84,53914.11,yes
38,no,travel_rarely,676.1,,4,nan,1,1263,4.0,male,,3,2,manufacturing_director,3,nan,,14198.17,9,,14,2,0,3,1,0,0,1985,none,3,full_time,14,3,,65530.0,no
38,yes,nan,688.48,29.0,1,medical,1,1264,2.0,male,,3,2,healthcare_representative,1,married,5560.83,14458.17,7,,19,2,0,2,1,0,0,1985,yes,,full_time,17,3,5560.83,66730.0,no
41,no,nan,1402.25,6.0,3,life_sciences,1,1265,4.0,female,175.28,3,3,manager,4,single,11325.83,29447.17,3,,18,3,0,3,1,0,0,1982,yes,3,full_time,,3,11325.83,135910.0,no
59,no,travel_rarely,224.61,3.0,3,life_sciences,1,1266,3.0,male,,2,1,research_scientist,4,married,,4716.83,3,,17,1,1,6,1,0,0,1964,none,3,part_time,7,3,,21770.0,yes
50,no,travel_rarely,2013.66,1.0,4,medical,1,1267,4.0,female,,3,5,manager,4,divorced,16264.17,42286.83,3,,11,3,1,3,7,0,6,1973,no,3,full_time,,2,16264.17,195170.0,no
41,no,travel_rarely,556.26,19.0,2,life_sciences,1,1268,3.0,male,,3,2,research_scientist,1,divorced,4492.84,11681.39,2,,16,1,2,2,1,0,0,1982,none,3,part_time,17,2,4492.84,53914.11,yes
45,no,nan,1981.16,1.0,3,nan,1,1269,3.0,male,,4,5,manager,4,nan,16001.67,41604.33,0,,11,3,1,2,24,1,7,1978,none,3,full_time,25,3,16001.67,192020.0,no
37,yes,nan,1036.7,10.0,3,medical,1,1270,1.0,male,,3,3,manufacturing_director,3,nan,8373.33,21770.67,6,,11,2,2,5,1,0,0,1986,no,,full_time,17,3,8373.33,100480.0,yes
51,no,nan,280.94,,3,nan,1,1271,3.0,male,,3,1,research_scientist,4,married,2269.17,5899.83,1,,11,2,0,0,1,0,0,1972,no,3,part_time,1,2,2269.17,27230.0,yes
28,yes,travel_rarely,290.04,2.0,4,life_sciences,1,1272,1.0,male,36.25,3,1,laboratory_technician,3,single,2342.59,6090.75,2,,11,3,0,5,0,0,0,1995,none,3,part_time,5,1,2342.59,28111.13,no
29,no,travel_rarely,685.49,2.0,3,medical,1,1273,1.0,male,85.69,2,2,sales_executive,2,married,,14395.33,2,,19,2,2,2,0,0,0,1994,no,3,full_time,10,,,66440.0,yes
31,no,travel_rarely,556.26,23.0,3,medical,1,1274,2.0,male,,2,2,healthcare_representative,4,nan,4492.84,11681.39,0,,21,2,1,2,9,7,8,1992,no,,part_time,10,3,4492.84,53914.11,yes
38,no,travel_rarely,578.29,7.0,2,medical,1,1275,1.0,female,72.29,4,2,sales_executive,1,nan,4670.83,12144.17,1,,24,3,1,3,8,7,7,1985,yes,4,full_time,8,3,4670.83,56050.0,no
44,yes,travel_frequently,326.13,,3,life_sciences,1,1276,,male,,3,1,laboratory_technician,3,nan,2634.17,6848.83,3,,22,4,1,0,1,0,0,1979,yes,4,full_time,19,1,2634.17,31610.0,yes
36,no,nan,556.26,3.0,3,technical_degree,1,1277,3.0,male,,3,2,research_scientist,2,single,4492.84,11681.39,4,,12,4,0,2,8,7,7,1987,none,3,part_time,10,3,4492.84,53914.11,yes
18,yes,nan,146.51,3.0,3,nan,1,1278,3.0,male,,3,1,laboratory_technician,3,single,1183.33,3076.67,1,,13,3,0,2,0,0,0,2005,no,3,none,0,3,1183.33,,yes
36,no,nan,290.04,18.0,4,life_sciences,1,1279,3.0,male,36.25,4,1,laboratory_technician,4,married,2342.59,6090.75,4,,18,4,2,2,1,0,0,1987,no,3,part_time,4,3,2342.59,28111.13,yes
18,no,nan,123.81,10.0,3,nan,1,1280,4.0,female,,2,1,sales_representative,3,nan,1000.0,2600.0,1,,12,1,0,2,0,0,0,2005,no,3,part_time,0,3,1000.0,12000.0,no
39,yes,travel_rarely,540.43,3.0,2,nan,1,1281,4.0,female,,3,2,sales_executive,3,married,4365.0,11349.0,4,,18,1,0,3,1,0,0,1984,yes,3,none,12,2,4365.0,52380.0,yes
43,no,travel_rarely,1030.2,,3,nan,1,1282,,female,,3,3,healthcare_representative,1,married,,21634.17,8,,16,1,1,1,1,0,0,1980,no,3,part_time,,2,,99850.0,yes
47,no,travel_frequently,556.26,4.0,1,medical,1,1283,2.0,male,,3,2,sales_representative,3,nan,,11681.39,3,,19,1,0,3,0,0,0,1976,no,3,part_time,5,3,,53914.11,no
42,no,travel_rarely,1649.97,23.0,5,nan,1,1284,1.0,female,,3,4,research_director,4,single,,34649.33,2,,14,2,0,2,1,0,0,1981,no,3,full_time,16,3,,159920.0,no
32,no,nan,244.52,2.0,3,nan,1,1285,3.0,female,30.57,3,1,laboratory_technician,2,married,1975.0,5135.0,1,,13,3,1,4,8,0,7,1991,no,,part_time,8,3,1975.0,23700.0,yes
48,no,travel_rarely,1032.49,29.0,1,medical,1,1286,1.0,female,,3,3,manager,3,married,8339.32,21682.23,3,,21,2,1,3,0,0,0,1975,none,4,part_time,15,1,8339.32,100071.84,yes
42,no,travel_rarely,699.63,2.0,4,nan,1,1287,1.0,male,,2,2,healthcare_representative,4,nan,5650.83,14692.17,3,,23,2,0,6,1,0,0,1981,none,4,full_time,,3,5650.83,67810.0,no
36,no,non_travel,686.42,1.0,5,medical,1,1288,4.0,female,,3,2,sales_executive,4,nan,5544.17,14414.83,4,,15,2,0,6,1,0,0,1987,none,,none,,3,5544.17,,yes
33,yes,travel_rarely,294.15,5.0,3,marketing,1,1289,4.0,female,,3,1,sales_representative,3,single,,6177.17,1,,13,2,0,2,1,0,0,1990,none,,full_time,1,3,,28510.0,no
46,no,nan,542.49,7.0,4,medical,1,1290,3.0,female,67.81,3,2,manufacturing_director,3,married,,11392.33,2,,14,3,0,2,1,0,0,1977,none,3,part_time,7,4,,52580.0,yes
21,yes,travel_rarely,290.04,12.0,3,life_sciences,1,1291,3.0,female,,4,1,sales_representative,2,single,2342.59,6090.75,1,,15,4,0,0,1,0,0,2002,none,3,none,1,3,2342.59,,no
30,no,nan,255.46,2.0,1,technical_degree,1,1292,3.0,male,,3,1,sales_representative,2,nan,2063.33,5364.67,1,,18,1,1,3,1,0,0,1993,none,3,none,,3,2063.33,,yes
30,yes,travel_frequently,235.75,4.0,3,nan,1,1293,3.0,male,,3,1,research_scientist,4,single,1904.17,4950.83,9,,23,3,0,4,1,0,0,1993,yes,4,part_time,3,3,1904.17,22850.0,no
32,no,travel_rarely,433.02,10.0,4,nan,1,1294,3.0,male,54.13,3,2,manufacturing_director,2,single,3497.5,9093.5,2,,12,4,0,2,1,0,1,1986,none,3,part_time,18,2,3497.5,41970.0,yes
40,no,travel_rarely,355.75,2.0,3,nan,1,1295,2.0,female,,2,2,laboratory_technician,3,married,2873.33,7470.67,6,,22,2,1,3,1,0,0,1983,no,4,none,,3,2873.33,,yes
28,no,travel_rarely,470.27,17.0,2,nan,1,1296,3.0,male,58.78,3,2,laboratory_technician,1,nan,3798.33,9875.67,1,,12,4,1,2,10,1,8,1995,none,3,part_time,10,,3798.33,45580.0,no
38,no,travel_frequently,175.6,2.0,2,nan,1,1297,4.0,male,,3,1,laboratory_technician,4,married,1418.33,3687.67,1,,23,3,1,3,1,0,0,1985,yes,4,part_time,,3,1418.33,17020.0,no
19,yes,nan,264.54,2.0,2,technical_degree,1,1298,1.0,male,33.07,2,1,human_resources,4,single,2136.67,5555.33,1,,12,3,0,3,1,0,0,2004,no,3,part_time,1,4,2136.67,25640.0,yes
57,no,travel_rarely,1582.77,29.0,3,nan,1,1299,1.0,male,,2,4,manager,4,divorced,,33238.2,3,,12,3,1,3,1,0,0,1966,no,3,full_time,,2,,153407.07,yes
47,no,travel_rarely,523.1,2.0,2,medical,1,1300,1.0,female,,3,2,manufacturing_director,4,nan,,10985.0,5,,13,3,3,2,5,0,4,1976,none,,part_time,20,3,,50700.0,yes
54,no,travel_rarely,390.0,8.0,4,life_sciences,1,1301,3.0,female,,3,2,laboratory_technician,3,single,3150.0,8190.0,7,,11,3,0,3,1,0,0,1969,none,3,part_time,,3,3150.0,37800.0,no
31,yes,travel_frequently,1013.59,,3,nan,1,1302,,male,126.7,3,3,healthcare_representative,3,nan,,21285.33,3,,12,1,0,2,1,0,0,1992,no,3,part_time,12,3,,98240.0,yes
18,yes,travel_frequently,193.76,5.0,3,marketing,1,1303,2.0,male,,3,1,sales_representative,2,nan,,4069.0,1,,14,4,0,3,0,0,0,2005,yes,3,part_time,,3,,18780.0,no
40,no,nan,1032.49,28.0,3,other,1,1304,3.0,male,,1,3,sales_executive,1,nan,,21682.23,3,,15,3,1,2,1,0,1,1983,no,3,part_time,20,3,,100071.84,yes
26,no,nan,556.26,29.0,2,nan,1,1305,1.0,male,69.53,3,2,sales_executive,3,nan,4492.84,11681.39,5,,12,1,2,5,0,0,0,1997,none,3,part_time,8,3,4492.84,53914.11,yes
26,yes,travel_rarely,241.43,,3,nan,1,1306,3.0,male,,1,1,laboratory_technician,4,single,1950.0,5070.0,1,,18,2,0,3,1,0,0,1997,yes,3,none,1,1,1950.0,,yes
38,no,nan,556.26,10.0,3,nan,1,1307,3.0,female,,3,2,healthcare_representative,3,nan,4492.84,11681.39,3,,19,3,1,4,1,0,0,1985,no,3,none,18,,4492.84,,yes
24,no,nan,219.45,17.0,2,other,1,1308,4.0,male,,2,1,laboratory_technician,2,married,1772.5,4608.5,1,,21,4,1,2,1,0,0,1999,no,4,part_time,1,3,1772.5,21270.0,yes
30,yes,travel_frequently,209.75,12.0,4,nan,1,1309,2.0,male,,2,1,sales_representative,1,married,1694.17,4404.83,1,,18,3,1,2,1,0,0,1993,no,3,part_time,1,4,1694.17,20330.0,yes
37,no,travel_rarely,990.68,2.0,3,marketing,1,1310,4.0,male,,3,2,sales_executive,3,married,8001.67,20804.33,4,,11,3,1,3,3,1,0,1986,none,3,full_time,,2,8001.67,96020.0,no
20,no,travel_rarely,290.04,1.0,3,life_sciences,1,1311,4.0,female,,2,1,research_scientist,2,nan,2342.59,6090.75,1,,13,4,0,0,1,0,0,2003,no,,part_time,1,4,2342.59,28111.13,yes
43,no,nan,1715.48,,4,other,1,1312,2.0,male,,2,4,research_director,4,divorced,13855.83,36025.17,4,,14,3,1,3,1,0,0,1980,none,3,full_time,21,,13855.83,166270.0,no
38,no,nan,290.04,,1,life_sciences,1,1313,3.0,female,36.25,3,1,research_scientist,1,nan,2342.59,6090.75,3,,17,4,0,3,0,0,0,1985,no,3,part_time,8,2,2342.59,28111.13,yes
33,no,nan,556.26,8.0,4,marketing,1,1314,3.0,male,69.53,3,2,sales_executive,3,divorced,4492.84,11681.39,0,,12,4,0,3,5,1,2,1990,none,3,part_time,6,3,4492.84,53914.11,no
30,no,nan,214.91,3.0,3,nan,1,1315,3.0,female,26.86,3,1,research_scientist,3,nan,1735.83,4513.17,1,,20,3,1,2,1,0,0,1993,no,4,part_time,1,,1735.83,20830.0,no
29,no,nan,556.26,,2,medical,1,1316,2.0,female,,3,2,sales_executive,3,nan,4492.84,11681.39,1,,14,1,1,5,6,1,2,1994,no,3,part_time,,2,4492.84,53914.11,no
20,yes,nan,104.1,10.0,1,medical,1,1317,4.0,male,13.01,3,1,research_scientist,3,single,84083.0,2186.17,1,,11,4,0,5,1,1,1,2003,none,3,part_time,,3,84083.0,10090.0,yes
35,no,non_travel,290.04,,3,nan,1,1318,,male,,2,1,laboratory_technician,3,married,2342.59,6090.75,1,,18,3,2,3,1,0,0,1988,no,3,none,1,3,2342.59,,no
37,no,nan,290.04,10.0,2,life_sciences,1,1319,4.0,male,,4,1,research_scientist,4,single,,6090.75,3,,17,1,0,2,1,0,0,1986,no,3,part_time,,,,28111.13,yes
38,no,nan,811.06,1.0,3,nan,1,1320,3.0,female,101.38,3,3,manufacturing_director,3,single,6550.83,17032.17,4,,14,4,0,4,1,0,0,1985,yes,,part_time,10,,6550.83,78610.0,yes
29,no,nan,272.59,10.0,3,nan,1,1321,3.0,male,,3,1,sales_representative,3,single,2201.67,5724.33,1,,11,3,0,6,1,0,0,1994,no,3,part_time,1,,2201.67,26420.0,no
35,no,nan,556.26,2.0,4,nan,1,1322,4.0,female,,3,2,healthcare_representative,1,divorced,4492.84,11681.39,2,,11,1,1,2,1,0,0,1988,no,3,part_time,16,4,4492.84,53914.11,yes
38,no,travel_rarely,290.04,2.0,5,medical,1,1323,4.0,male,,3,1,research_scientist,3,married,2342.59,6090.75,6,,13,2,1,0,1,0,1,1985,yes,3,none,,1,2342.59,,yes
34,no,travel_rarely,528.36,8.0,5,life_sciences,1,1324,2.0,female,,3,2,manufacturing_director,1,nan,4267.5,11095.5,3,,14,3,1,3,0,0,0,1989,no,3,part_time,,,4267.5,51210.0,yes
23,yes,nan,290.04,6.0,3,life_sciences,1,1325,3.0,male,,4,1,laboratory_technician,1,nan,2342.59,6090.75,1,,21,3,2,2,0,0,0,2000,yes,4,none,1,3,2342.59,,no
24,no,nan,277.95,9.0,3,life_sciences,1,1326,3.0,male,,2,1,laboratory_technician,2,divorced,2245.0,5837.0,1,,11,3,3,4,1,0,0,1999,no,3,part_time,,3,2245.0,26940.0,no
29,yes,travel_rarely,290.04,1.0,2,life_sciences,1,1327,2.0,female,,2,1,laboratory_technician,1,married,2342.59,6090.75,1,,11,4,1,1,1,0,0,1994,none,3,part_time,1,3,2342.59,28111.13,yes
40,no,travel_frequently,525.57,16.0,4,medical,1,1328,1.0,male,,2,2,laboratory_technician,3,nan,4245.0,11037.0,6,,14,4,0,6,1,0,0,1983,no,3,part_time,10,3,4245.0,50940.0,yes
30,no,travel_rarely,556.26,2.0,3,nan,1,1329,3.0,female,,2,2,manufacturing_director,4,single,4492.84,11681.39,5,,24,2,0,4,0,0,0,1993,none,4,part_time,12,2,4492.84,53914.11,yes
45,no,nan,234.62,2.0,3,nan,1,1330,2.0,female,29.33,2,1,research_scientist,3,nan,,4927.0,1,,14,4,0,3,1,0,0,1978,no,3,part_time,1,3,,22740.0,yes
27,no,nan,290.04,3.0,3,medical,1,1331,4.0,male,36.25,3,1,research_scientist,4,married,2342.59,6090.75,1,,11,3,3,6,0,0,0,1996,none,3,part_time,0,2,2342.59,28111.13,yes
37,no,nan,556.26,16.0,4,marketing,1,1332,4.0,male,,2,2,sales_executive,3,nan,,11681.39,4,,19,4,2,2,1,0,0,1986,none,,part_time,9,3,,53914.11,yes
32,no,nan,238.75,1.0,3,life_sciences,1,1333,4.0,male,,3,1,laboratory_technician,4,divorced,1928.33,5013.67,0,,12,2,1,2,3,0,2,1991,no,,part_time,4,3,1928.33,23140.0,yes
53,no,travel_rarely,1582.77,8.0,3,marketing,1,1334,1.0,male,,3,4,sales_executive,4,married,,33238.2,5,,14,3,1,3,2,2,2,1970,none,3,full_time,28,3,,153407.07,yes
37,no,nan,1032.49,,2,nan,1,1335,,male,,3,3,sales_executive,2,single,,21682.23,1,,13,4,0,2,10,0,9,1986,yes,3,part_time,,3,,100071.84,no
32,yes,travel_rarely,290.04,25.0,4,nan,1,1336,1.0,male,,3,1,laboratory_technician,4,nan,2342.59,6090.75,1,,24,3,0,2,1,0,1,1991,none,4,part_time,1,1,2342.59,28111.13,yes
58,yes,travel_frequently,245.56,2.0,1,nan,1,1337,4.0,male,,2,1,laboratory_technician,4,divorced,,5156.67,9,,14,4,1,3,1,0,0,1965,none,3,part_time,3,2,,23800.0,yes
43,no,travel_rarely,556.26,8.0,3,nan,1,1338,1.0,female,,3,2,manufacturing_director,2,divorced,4492.84,11681.39,4,,21,3,1,2,1,0,0,1980,no,4,part_time,4,4,4492.84,53914.11,no
21,yes,travel_rarely,290.04,18.0,1,other,1,1339,4.0,female,,3,1,research_scientist,4,single,2342.59,6090.75,1,,19,1,0,3,1,0,0,2002,no,,part_time,,2,2342.59,28111.13,no
34,no,nan,207.17,,3,life_sciences,1,1340,,male,,3,1,laboratory_technician,2,nan,1673.33,4350.67,1,,14,2,2,3,1,1,0,1989,no,3,part_time,1,3,1673.33,20080.0,yes
58,no,nan,1088.7,5.0,3,nan,1,1341,3.0,female,,2,3,healthcare_representative,2,divorced,8793.33,22862.67,2,,13,4,1,3,6,0,4,1965,none,,full_time,24,3,8793.33,105520.0,no
48,no,nan,233.07,20.0,4,medical,1,1342,4.0,male,,3,1,research_scientist,3,married,1882.5,4894.5,4,,17,1,2,2,0,0,0,1975,none,3,part_time,13,2,1882.5,22590.0,no
32,no,non_travel,290.04,1.0,3,life_sciences,1,1343,3.0,female,,2,1,laboratory_technician,2,married,2342.59,6090.75,6,,20,3,0,3,3,0,2,1991,no,,part_time,5,3,2342.59,28111.13,yes
25,yes,nan,248.96,19.0,2,marketing,1,1344,3.0,male,,2,1,sales_representative,2,married,,5228.17,1,,18,3,3,2,1,0,0,1998,yes,,part_time,,3,,24130.0,no
40,no,nan,1032.49,10.0,4,marketing,1,1345,1.0,male,129.06,2,3,sales_executive,2,divorced,8339.32,21682.23,2,,12,2,1,2,1,0,0,1983,no,3,part_time,11,2,8339.32,100071.84,yes
19,yes,nan,218.83,21.0,3,other,1,1346,4.0,male,27.35,2,1,sales_representative,2,single,,4595.5,1,,13,2,0,3,1,0,0,2004,yes,3,part_time,1,4,,21210.0,no
20,yes,travel_rarely,290.04,4.0,3,technical_degree,1,1347,1.0,male,,3,1,laboratory_technician,1,single,2342.59,6090.75,1,,19,2,0,2,1,0,0,2003,none,3,part_time,1,3,2342.59,28111.13,no
33,no,travel_rarely,556.26,1.0,3,nan,1,1348,2.0,female,,2,2,healthcare_representative,4,nan,4492.84,11681.39,0,,14,1,0,3,5,1,4,1990,none,3,part_time,6,3,4492.84,53914.11,yes
58,yes,travel_rarely,255.77,2.0,3,nan,1,1349,4.0,male,,3,1,research_scientist,3,single,,5371.17,4,,24,1,0,4,1,0,0,1965,no,4,part_time,7,3,,24790.0,no
40,yes,non_travel,1361.29,24.0,3,nan,1,1350,2.0,female,,4,4,sales_executive,2,single,,28587.0,4,,16,4,0,2,1,0,0,1983,none,3,full_time,22,2,,131940.0,yes
29,yes,travel_rarely,290.04,10.0,3,nan,1,1351,4.0,female,36.25,2,1,research_scientist,1,single,2342.59,6090.75,6,,20,3,0,5,0,0,0,1994,yes,4,part_time,3,3,2342.59,28111.13,yes
47,no,travel_rarely,429.52,,2,life_sciences,1,1352,4.0,female,,3,2,sales_executive,4,single,3469.17,9019.83,1,,17,3,0,0,9,0,7,1976,yes,3,none,9,3,3469.17,,no
18,no,nan,290.04,5.0,2,nan,1,1353,2.0,male,36.25,3,1,research_scientist,4,nan,2342.59,6090.75,1,,15,4,0,2,0,0,0,2005,no,3,part_time,,3,2342.59,28111.13,yes
20,yes,nan,268.25,,3,medical,1,1354,4.0,female,33.53,2,1,research_scientist,1,nan,,5633.33,1,,15,1,0,2,1,0,0,2003,yes,3,part_time,1,3,,26000.0,no
42,no,nan,1888.4,5.0,2,nan,1,1355,4.0,male,,3,5,manager,3,nan,15252.5,39656.5,6,,13,2,0,3,1,0,0,1981,no,3,full_time,21,4,15252.5,183030.0,yes
50,no,travel_rarely,245.56,9.0,3,nan,1,1356,1.0,male,,3,1,laboratory_technician,4,married,1983.33,5156.67,4,,18,2,0,5,1,0,0,1973,no,,none,8,3,1983.33,,yes
37,yes,travel_rarely,492.87,11.0,2,medical,1,1357,1.0,female,61.61,1,2,healthcare_representative,2,nan,3980.83,10350.17,5,,15,1,0,2,1,0,0,1986,no,3,part_time,15,1,3980.83,47770.0,yes
38,no,nan,556.26,3.0,4,life_sciences,1,1358,2.0,male,,3,2,sales_executive,4,nan,4492.84,11681.39,8,,12,3,0,1,1,0,0,1985,yes,3,none,19,3,4492.84,,no
36,yes,nan,556.26,15.0,3,nan,1,1359,1.0,male,,3,2,laboratory_technician,3,divorced,,11681.39,7,,14,2,1,3,1,0,0,1987,none,3,part_time,9,2,,53914.11,yes
28,no,travel_rarely,108.54,10.0,1,medical,1,1360,4.0,male,,3,1,sales_representative,2,married,87667.0,2279.33,1,,22,2,0,5,1,0,0,1995,no,4,none,,3,87667.0,10520.0,yes
43,no,nan,1032.49,25.0,3,nan,1,1361,3.0,male,,2,3,sales_executive,4,nan,,21682.23,5,,13,3,1,5,1,0,0,1980,no,3,part_time,18,3,,100071.84,yes
21,yes,travel_rarely,290.04,10.0,3,nan,1,1362,3.0,female,,2,1,laboratory_technician,1,single,2342.59,6090.75,1,,13,1,0,6,1,1,0,2002,no,,part_time,1,2,2342.59,28111.13,yes
51,yes,travel_rarely,253.91,4.0,4,nan,1,1363,1.0,male,,3,1,research_scientist,3,married,,5332.17,9,,12,3,3,2,10,2,7,1972,none,,part_time,18,4,,24610.0,no
37,no,nan,556.26,10.0,4,nan,1,1364,4.0,female,,2,2,sales_executive,4,divorced,,11681.39,2,,14,3,3,5,1,0,0,1986,yes,,part_time,8,3,,53914.11,no
28,yes,nan,267.84,1.0,3,medical,1,1365,1.0,male,,2,1,laboratory_technician,2,divorced,,5624.67,1,,15,1,2,2,1,0,0,1995,no,,none,,3,,25960.0,no
50,yes,nan,487.81,1.0,4,nan,1,1366,4.0,male,,3,2,sales_executive,3,single,,10244.0,3,,14,4,0,4,0,0,0,1973,yes,3,part_time,5,3,,47280.0,yes
34,no,nan,290.04,3.0,4,nan,1,1367,3.0,male,,2,1,research_scientist,4,nan,2342.59,6090.75,3,,17,4,3,2,0,0,0,1989,no,3,part_time,6,3,2342.59,28111.13,yes
